Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Oscillators_RSI,Oscillators_RSI[1],Oscillators_STOCH.K,Oscillators_STOCH.D,Oscillators_CCI,Oscillators_MACD.macd,Oscillators_MACD.signal,Moving Averages_EMA5,Moving Averages_EMA10,Moving Averages_EMA20,Moving Averages_EMA50,Moving Averages_EMA100,Moving Averages_EMA200,Moving Averages_SMA5,Moving Averages_SMA10,Moving Averages_SMA20,Moving Averages_SMA50,Moving Averages_SMA100,Moving Averages_SMA200,Info_sector,Info_industry,Info_marketCap,Info_trailingPE,Info_forwardPE,Info_dividendYield,Info_beta,Info_fiftyDayAverage,Info_twoHundredDayAverage
2020-04-16 00:00:00-04:00,69.741,69.94,68.52,69.574,157125200,0.0,0.0,64.743,68.273,96.962,95.729,102.082,0.635,-0.853,67.922,65.934,64.662,66.183,66.174,62.563,67.921,64.886,62.134,67.822,69.196,61.441,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-17 00:00:00-04:00,69.088,69.637,67.188,68.63,215250000,0.0,0.0,69.697,64.743,89.387,92.97,85.262,0.843,-0.514,68.158,66.424,65.04,66.279,66.223,62.623,68.64,65.805,62.596,67.638,69.248,61.541,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-20 00:00:00-04:00,67.453,68.358,67.186,67.205,130015200,0.0,0.0,62.597,69.697,77.955,88.101,68.323,0.882,-0.235,67.84,66.566,65.246,66.315,66.243,62.669,68.819,66.667,63.174,67.407,69.286,61.631,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-21 00:00:00-04:00,67.047,67.283,64.414,65.128,180991600,0.0,0.0,57.346,62.597,61.286,76.209,33.406,0.738,-0.04,66.936,66.305,65.235,66.269,66.22,62.693,67.912,66.81,63.708,67.156,69.292,61.711,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-22 00:00:00-04:00,66.399,67.441,66.057,67.004,116862400,0.0,0.0,69.509,57.346,76.339,71.86,49.395,0.766,0.121,66.959,66.432,65.403,66.298,66.236,62.736,67.508,67.214,64.063,66.936,69.323,61.806,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-23 00:00:00-04:00,66.948,68.375,66.705,66.744,124814400,0.0,0.0,67.251,69.509,73.174,70.266,51.837,0.758,0.248,66.887,66.489,65.531,66.315,66.246,62.776,66.942,67.432,64.421,66.719,69.342,61.897,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-24 00:00:00-04:00,67.271,68.681,67.222,68.671,126161200,0.0,0.0,72.671,67.251,86.416,78.643,61.447,0.897,0.378,67.482,66.885,65.83,66.408,66.294,62.835,66.95,67.795,64.718,66.505,69.381,61.996,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-27 00:00:00-04:00,68.387,69.052,67.938,68.719,117087600,0.0,0.0,64.619,72.671,82.633,80.741,60.909,1.0,0.502,67.894,67.219,66.105,66.498,66.342,62.893,67.253,68.036,65.148,66.302,69.429,62.097,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-28 00:00:00-04:00,69.183,69.365,67.513,67.606,112004800,0.0,0.0,63.234,64.619,64.212,77.754,47.424,0.98,0.598,67.798,67.289,66.248,66.542,66.367,62.94,67.749,67.83,65.437,66.077,69.477,62.191,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-29 00:00:00-04:00,69.098,70.297,68.894,69.826,137280800,0.0,0.0,64.467,63.234,92.231,79.692,64.397,1.13,0.704,68.474,67.75,66.589,66.67,66.436,63.009,68.313,67.911,65.843,65.925,69.541,62.293,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-04-30 00:00:00-04:00,70.367,71.476,69.976,71.299,183064000,0.0,0.0,66.333,64.467,97.491,84.645,73.956,1.353,0.834,69.416,68.396,67.037,66.852,66.532,63.091,69.224,68.083,66.484,65.781,69.611,62.404,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-01 00:00:00-04:00,69.467,72.561,69.37,70.151,240616800,0.0,0.0,60.079,66.333,70.42,86.714,59.941,1.42,0.951,69.661,68.715,67.334,66.981,66.604,63.162,69.52,68.235,67.02,65.629,69.658,62.51,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-04 00:00:00-04:00,70.175,71.272,69.484,71.144,133568000,0.0,0.0,54.442,60.079,82.603,83.505,48.927,1.536,1.068,70.155,69.156,67.697,67.145,66.693,63.241,70.005,68.629,67.648,65.533,69.723,62.619,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-05 00:00:00-04:00,71.605,73.046,71.459,72.212,147751200,0.0,0.0,59.305,54.442,90.329,81.117,65.071,1.694,1.193,70.841,69.712,68.127,67.343,66.803,63.33,70.926,69.338,68.074,65.53,69.795,62.736,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-06 00:00:00-04:00,72.915,73.59,72.529,72.957,142333600,0.0,0.0,59.767,59.305,93.097,88.676,69.148,1.858,1.326,71.546,70.302,68.587,67.563,66.925,63.426,71.552,69.933,68.574,65.59,69.869,62.852,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-07 00:00:00-04:00,73.585,74.058,73.282,73.711,115215200,0.0,0.0,64.834,59.767,96.402,93.276,71.212,2.026,1.466,72.268,70.922,69.075,67.804,67.059,63.528,72.035,70.63,69.031,65.644,69.949,62.969,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-08 00:00:00-04:00,74.373,75.519,74.045,75.466,133838400,0.205,0.0,73.658,64.834,99.518,96.339,82.419,2.274,1.628,73.334,71.748,69.683,68.105,67.225,63.647,73.098,71.309,69.552,65.826,70.037,63.096,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-11 00:00:00-04:00,74.972,77.15,74.763,76.653,145946400,0.0,0.0,84.782,73.658,95.525,97.148,91.011,2.538,1.81,74.44,72.64,70.347,68.44,67.412,63.777,74.2,72.102,70.069,66.032,70.126,63.23,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-12 00:00:00-04:00,77.339,77.792,75.656,75.777,162301200,0.0,0.0,78.177,84.782,81.827,92.29,90.623,2.645,1.977,74.886,73.21,70.864,68.728,67.578,63.896,74.913,72.92,70.375,66.098,70.205,63.359,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-13 00:00:00-04:00,75.957,76.882,73.782,74.862,200622400,0.0,0.0,75.02,78.177,72.282,83.211,69.567,2.626,2.107,74.878,73.511,71.245,68.968,67.722,64.005,75.294,73.423,70.667,66.191,70.277,63.481,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-14 00:00:00-04:00,74.098,75.383,73.373,75.322,158929200,0.0,0.0,72.537,75.02,75.971,76.693,60.408,2.618,2.209,75.026,73.84,71.633,69.218,67.873,64.118,75.616,73.826,70.954,66.228,70.352,63.607,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-15 00:00:00-04:00,73.086,74.923,73.052,74.877,166348400,0.0,0.0,70.317,72.537,71.639,73.297,50.92,2.546,2.277,74.976,74.029,71.942,69.44,68.011,64.225,75.498,74.298,71.267,66.303,70.424,63.725,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-18 00:00:00-04:00,76.206,77.016,75.512,76.641,135178400,0.0,0.0,78.587,70.317,87.065,78.225,78.636,2.602,2.342,75.531,74.504,72.39,69.722,68.182,64.348,75.496,74.848,71.738,66.433,70.503,63.858,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-19 00:00:00-04:00,76.658,77.507,76.167,76.198,101729600,0.0,0.0,72.715,78.587,81.076,79.926,71.199,2.581,2.389,75.754,74.812,72.753,69.976,68.341,64.466,75.58,75.247,72.292,66.666,70.577,63.994,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-20 00:00:00-04:00,77.06,77.751,77.021,77.68,111504800,0.0,0.0,72.733,72.715,98.671,88.937,74.772,2.653,2.442,76.396,75.333,73.222,70.278,68.526,64.598,76.144,75.719,72.826,66.834,70.652,64.15,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-21 00:00:00-04:00,77.541,78.084,76.863,77.101,102688800,0.0,0.0,75.804,72.733,88.569,89.439,63.77,2.633,2.48,76.631,75.655,73.591,70.546,68.696,64.722,76.499,76.058,73.344,67.039,70.721,64.298,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-22 00:00:00-04:00,76.838,77.68,76.736,77.597,81803200,0.0,0.0,74.879,75.804,92.654,93.298,56.376,2.626,2.509,76.953,76.008,73.973,70.822,68.872,64.85,77.044,76.271,73.79,67.387,70.791,64.447,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-26 00:00:00-04:00,78.719,78.899,77.016,77.072,125522000,0.0,0.0,69.553,74.879,71.311,84.178,54.352,2.55,2.518,76.993,76.201,74.268,71.067,69.034,64.972,77.13,76.313,74.208,67.579,70.851,64.588,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-27 00:00:00-04:00,76.928,77.554,76.186,77.408,112945200,0.0,0.0,68.517,69.553,74.49,79.485,37.983,2.488,2.512,77.131,76.421,74.567,71.316,69.2,65.096,77.372,76.476,74.698,67.951,70.898,64.732,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-28 00:00:00-04:00,77.082,78.705,76.804,77.442,133560800,0.0,0.0,66.509,68.517,75.073,73.624,41.772,2.413,2.492,77.235,76.606,74.841,71.556,69.363,65.218,77.324,76.734,75.079,68.273,70.952,64.877,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-05-29 00:00:00-04:00,77.685,78.147,77.009,77.366,153532400,0.0,0.0,59.878,66.509,73.783,74.449,35.26,2.321,2.458,77.278,76.744,75.081,71.784,69.522,65.339,77.377,76.938,75.382,68.623,71.0,65.012,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-01 00:00:00-04:00,77.32,78.439,77.189,78.318,80791200,0.0,0.0,58.869,59.878,90.054,79.637,37.737,2.299,2.426,77.625,77.03,75.39,72.04,69.696,65.468,77.521,77.282,75.79,69.001,71.061,65.159,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-02 00:00:00-04:00,78.05,78.705,77.607,78.68,87642800,0.0,0.0,66.365,58.869,96.255,86.697,37.526,2.284,2.398,77.977,77.33,75.703,72.301,69.874,65.6,77.843,77.486,76.167,69.462,71.114,65.309,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-03 00:00:00-04:00,79.001,79.376,78.427,79.113,104491200,0.0,0.0,75.341,66.365,95.844,94.051,43.577,2.281,2.374,78.356,77.655,76.028,72.568,70.057,65.734,78.184,77.778,76.512,69.956,71.155,65.455,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-04 00:00:00-04:00,78.936,79.235,78.057,78.432,87560400,0.0,0.0,68.061,75.341,85.072,92.39,33.1,2.198,2.339,78.381,77.796,76.257,72.798,70.223,65.861,78.382,77.853,76.786,70.326,71.188,65.593,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-05 00:00:00-04:00,78.683,80.727,78.653,80.666,137250400,0.0,0.0,77.838,68.061,98.833,93.25,54.389,2.286,2.328,79.143,78.318,76.677,73.106,70.429,66.008,79.042,78.209,77.134,70.748,71.227,65.743,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-08 00:00:00-04:00,80.362,81.177,79.649,81.143,95654400,0.0,0.0,74.706,77.838,99.32,94.408,62.814,2.367,2.336,79.809,78.831,77.102,73.421,70.642,66.159,79.607,78.564,77.417,71.116,71.282,65.892,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-09 00:00:00-04:00,80.822,84.099,80.79,83.705,147712400,0.0,0.0,83.424,74.706,95.018,97.724,99.444,2.608,2.391,81.108,79.718,77.731,73.825,70.9,66.333,80.612,79.227,77.77,71.588,71.365,66.054,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-10 00:00:00-04:00,84.657,86.328,84.216,85.859,166651600,0.0,0.0,84.359,83.424,95.369,96.569,137.832,2.939,2.5,82.692,80.834,78.505,74.297,71.196,66.527,81.961,80.072,78.274,72.068,71.46,66.239,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-11 00:00:00-04:00,85.0,85.426,81.634,81.737,201662400,0.0,0.0,65.007,84.359,54.727,81.705,83.175,2.836,2.567,82.373,80.998,78.813,74.588,71.405,66.679,82.622,80.502,78.618,72.469,71.506,66.398,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-12 00:00:00-04:00,83.883,84.632,81.328,82.442,200146000,0.0,0.0,65.475,65.007,61.684,70.593,72.953,2.779,2.61,82.396,81.261,79.158,74.896,71.624,66.836,82.977,81.009,78.974,72.948,71.564,66.564,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-15 00:00:00-04:00,81.092,84.116,80.929,83.462,138808800,0.0,0.0,69.786,65.475,71.737,62.716,65.186,2.784,2.645,82.751,81.661,79.568,75.232,71.858,67.001,83.441,81.524,79.403,73.429,71.63,66.733,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-16 00:00:00-04:00,85.523,85.946,83.883,85.674,165428800,0.0,0.0,72.931,69.786,93.127,75.516,99.364,2.933,2.702,83.726,82.391,80.15,75.642,72.132,67.187,83.835,82.223,79.855,73.971,71.713,66.909,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-17 00:00:00-04:00,86.421,86.482,85.433,85.554,114406400,0.0,0.0,72.4,72.931,90.213,85.026,101.269,3.007,2.763,84.335,82.966,80.664,76.03,72.398,67.37,83.774,82.867,80.323,74.408,71.798,67.085,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-18 00:00:00-04:00,85.511,86.007,84.978,85.589,96820400,0.0,0.0,72.754,72.4,90.39,91.244,88.384,3.033,2.817,84.753,83.443,81.133,76.405,72.659,67.551,84.544,83.583,80.718,74.86,71.906,67.265,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-19 00:00:00-04:00,86.297,86.764,83.987,85.099,264476000,0.0,0.0,69.261,72.754,81.823,87.476,76.692,2.98,2.85,84.868,83.744,81.511,76.746,72.905,67.726,85.076,84.026,81.118,75.271,71.988,67.438,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-22 00:00:00-04:00,85.494,87.47,85.447,87.326,135445200,0.0,0.0,72.204,69.261,98.475,90.229,92.519,3.082,2.896,85.688,84.395,82.065,77.161,73.191,67.921,85.848,84.645,81.604,75.717,72.076,67.617,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-23 00:00:00-04:00,88.574,90.613,88.153,89.19,212155600,0.0,0.0,74.106,72.204,88.663,89.653,121.488,3.275,2.972,86.855,85.267,82.743,77.633,73.507,68.132,86.552,85.193,82.21,76.174,72.184,67.806,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-24 00:00:00-04:00,88.818,89.74,87.241,87.616,192623200,0.0,0.0,71.07,74.106,74.934,87.357,89.801,3.264,3.03,87.109,85.694,83.207,78.024,73.787,68.326,86.964,85.369,82.721,76.533,72.311,67.985,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-25 00:00:00-04:00,87.771,88.818,87.01,88.779,137522400,0.0,0.0,69.575,71.07,83.267,82.288,79.031,3.311,3.087,87.665,86.255,83.738,78.446,74.084,68.53,87.602,86.073,83.287,76.928,72.451,68.168,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-26 00:00:00-04:00,88.674,88.896,85.902,86.051,205256800,0.0,0.0,60.682,69.575,53.555,70.585,51.297,3.092,3.088,87.127,86.218,83.958,78.744,74.321,68.704,87.792,86.434,83.722,77.258,72.54,68.328,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-29 00:00:00-04:00,85.958,88.129,85.479,88.034,130646000,0.0,0.0,59.665,60.682,73.367,70.063,47.773,3.044,3.079,87.429,86.548,84.347,79.109,74.592,68.896,87.934,86.891,84.208,77.646,72.642,68.499,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-06-30 00:00:00-04:00,87.62,89.056,87.601,88.769,140223200,0.0,0.0,56.937,59.665,80.955,69.292,58.217,3.03,3.069,87.876,86.952,84.768,79.487,74.873,69.094,87.85,87.201,84.712,78.077,72.742,68.679,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-01 00:00:00-04:00,88.847,89.392,88.552,88.601,110737200,0.0,0.0,70.164,56.937,79.221,77.848,55.638,2.971,3.049,88.118,87.252,85.133,79.845,75.145,69.288,88.047,87.505,85.186,78.547,72.852,68.856,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-02 00:00:00-04:00,89.511,90.149,88.487,88.601,114041600,0.0,0.0,68.874,70.164,79.221,79.799,50.37,2.891,3.018,88.279,87.497,85.463,80.188,75.411,69.48,88.011,87.807,85.695,78.979,72.957,69.033,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-06 00:00:00-04:00,90.034,91.441,90.003,90.971,118655600,0.0,0.0,71.253,68.874,93.786,84.076,66.444,2.984,3.011,89.176,88.129,85.988,80.611,75.719,69.694,88.995,88.394,86.21,79.463,73.091,69.219,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-07 00:00:00-04:00,91.351,92.132,90.577,90.689,112424400,0.0,0.0,65.935,71.253,82.283,85.097,62.89,3.001,3.009,89.68,88.594,86.435,81.006,76.016,69.903,89.526,88.73,86.687,79.904,73.204,69.406,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-08 00:00:00-04:00,91.67,92.833,91.582,92.801,117092000,0.0,0.0,70.436,65.935,99.642,91.904,74.113,3.148,3.037,90.721,89.359,87.042,81.469,76.348,70.131,90.333,89.091,87.142,80.385,73.344,69.607,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-09 00:00:00-04:00,93.696,93.75,92.149,93.2,125642800,0.0,0.0,71.033,70.436,94.367,92.097,79.209,3.26,3.082,91.547,90.057,87.628,81.929,76.682,70.36,91.252,89.65,87.509,80.897,73.487,69.809,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-10 00:00:00-04:00,92.794,93.422,92.181,93.363,90257200,0.0,0.0,73.254,71.033,95.34,96.45,70.929,3.323,3.13,92.152,90.658,88.174,82.377,77.012,70.589,92.205,90.108,88.091,81.368,73.647,70.013,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-13 00:00:00-04:00,94.672,97.291,92.718,92.932,191649200,0.0,0.0,67.55,73.254,63.103,84.27,80.134,3.3,3.164,92.412,91.072,88.628,82.791,77.327,70.812,92.597,90.796,88.615,81.801,73.791,70.211,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-14 00:00:00-04:00,92.312,94.663,91.375,94.47,170989200,0.0,0.0,66.874,67.55,76.123,78.189,60.683,3.367,3.205,93.098,91.69,89.184,83.249,77.667,71.047,93.353,91.44,89.165,82.287,73.958,70.418,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-15 00:00:00-04:00,96.351,96.602,93.918,95.12,153198000,0.0,0.0,75.488,66.874,81.623,73.616,77.405,3.434,3.25,93.772,92.313,89.749,83.715,78.013,71.287,93.817,92.075,89.638,82.767,74.15,70.63,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-16 00:00:00-04:00,93.989,94.809,93.349,93.95,110577600,0.0,0.0,67.553,75.488,71.714,76.487,56.25,3.353,3.271,93.831,92.611,90.149,84.116,78.328,71.512,93.967,92.61,90.058,83.201,74.365,70.829,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-17 00:00:00-04:00,94.402,94.558,93.285,93.76,92186800,0.0,0.0,81.617,67.553,70.107,74.482,48.747,3.236,3.264,93.808,92.82,90.493,84.494,78.634,71.733,94.046,93.126,90.466,83.617,74.604,71.027,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-20 00:00:00-04:00,93.847,95.874,93.502,95.736,90318000,0.0,0.0,81.606,81.617,83.953,75.258,58.684,3.266,3.264,94.45,93.35,90.992,84.935,78.972,71.972,94.607,93.602,90.998,84.058,74.851,71.241,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-21 00:00:00-04:00,96.529,96.604,94.164,94.414,103433200,0.0,0.0,72.104,81.606,67.33,73.797,53.95,3.146,3.241,94.438,93.543,91.318,85.307,79.278,72.196,94.596,93.975,91.352,84.437,75.131,71.447,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-22 00:00:00-04:00,94.115,95.363,94.027,94.68,89001600,0.0,0.0,73.62,72.104,70.343,73.875,46.734,3.038,3.2,94.519,93.75,91.638,85.674,79.583,72.419,94.508,94.162,91.627,84.797,75.415,71.646,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-23 00:00:00-04:00,94.412,94.49,89.557,90.37,197004400,0.0,0.0,55.149,73.62,10.51,49.394,-5.63,2.575,3.075,93.136,93.136,91.518,85.859,79.797,72.598,93.792,93.879,91.765,85.089,75.593,71.824,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-24 00:00:00-04:00,88.562,90.492,86.769,90.146,185438800,0.0,0.0,47.256,55.149,32.1,37.651,-45.959,2.164,2.893,92.139,92.592,91.387,86.027,80.002,72.773,93.069,93.558,91.833,85.395,75.793,72.004,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
2020-07-27 00:00:00-04:00,91.212,92.375,90.988,92.283,121214000,0.0,0.0,54.72,47.256,52.405,31.672,-3.99,1.989,2.712,92.187,92.536,91.472,86.272,80.245,72.967,92.379,93.493,92.145,85.734,75.981,72.191,Technology,Consumer Electronics,2829863354368,29.902,22.669,0.49,1.259,229.726,229.147
