Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Oscillators_RSI,Oscillators_RSI[1],Oscillators_STOCH.K,Oscillators_STOCH.D,Oscillators_CCI,Oscillators_MACD.macd,Oscillators_MACD.signal,Moving Averages_EMA5,Moving Averages_EMA10,Moving Averages_EMA20,Moving Averages_EMA50,Moving Averages_EMA100,Moving Averages_EMA200,Moving Averages_SMA5,Moving Averages_SMA10,Moving Averages_SMA20,Moving Averages_SMA50,Moving Averages_SMA100,Moving Averages_SMA200,Info_marketCap,Info_trailingPE,Info_dividendYield,Info_fiftyDayAverage,Info_twoHundredDayAverage
2019-02-28 00:00:00-05:00,166.209,166.939,165.873,166.344,25085500,0.0,0.0,0.0,82.545,66.14,81.829,85.579,35.107,2.478,2.537,166.318,165.614,163.798,160.673,160.783,160.731,166.524,165.796,164.239,156.773,159.337,164.802,177154441216,28.883,0.56,505.098,494.439
2019-03-01 00:00:00-05:00,167.544,167.746,166.334,167.496,31431200,0.0,0.0,0.0,84.334,82.545,95.958,88.187,44.778,2.472,2.524,166.711,165.956,164.15,160.94,160.916,160.799,166.812,166.101,164.538,157.107,159.265,164.829,177154441216,28.883,0.56,505.098,494.439
2019-03-04 00:00:00-05:00,168.601,168.841,165.652,167.525,38063500,0.0,0.0,0.0,86.004,84.334,78.793,85.527,43.524,2.442,2.507,166.982,166.241,164.472,161.198,161.047,160.866,166.985,166.339,164.873,157.423,159.215,164.866,177154441216,28.883,0.56,505.098,494.439
2019-03-05 00:00:00-05:00,167.65,168.169,166.824,167.65,22319900,0.0,0.0,0.0,80.499,86.004,79.195,84.648,44.238,2.4,2.486,167.205,166.497,164.774,161.451,161.178,160.933,167.148,166.557,165.114,157.816,159.177,164.899,177154441216,28.883,0.56,505.098,494.439
2019-03-06 00:00:00-05:00,167.813,167.842,166.43,166.699,27194600,0.0,0.0,0.0,68.559,80.499,62.584,73.524,34.19,2.264,2.441,167.036,166.534,164.958,161.657,161.287,160.99,167.143,166.683,165.236,158.233,159.124,164.929,177154441216,28.883,0.56,505.098,494.439
2019-03-07 00:00:00-05:00,166.276,166.334,164.038,164.653,39407400,0.0,0.0,0.0,51.194,68.559,14.173,51.984,-3.909,1.968,2.347,166.242,166.192,164.929,161.775,161.354,161.027,166.805,166.664,165.279,158.7,159.125,164.954,177154441216,28.883,0.56,505.098,494.439
2019-03-08 00:00:00-05:00,162.809,164.49,162.646,164.403,39303200,0.0,0.0,0.0,45.378,51.194,28.372,35.043,-30.701,1.694,2.216,165.629,165.867,164.879,161.878,161.414,161.06,166.186,166.499,165.421,159.231,159.145,164.972,177154441216,28.883,0.56,505.098,494.439
2019-03-11 00:00:00-04:00,165.085,167.938,165.057,167.823,30518400,0.0,0.0,0.0,60.606,45.378,83.565,42.037,28.716,1.733,2.12,166.36,166.222,165.159,162.111,161.541,161.128,166.246,166.615,165.717,159.659,159.154,165.009,177154441216,28.883,0.56,505.098,494.439
2019-03-12 00:00:00-04:00,168.265,169.177,167.861,168.745,33953500,0.0,0.0,0.0,63.782,60.606,93.382,68.44,57.736,1.817,2.059,167.155,166.681,165.501,162.371,161.684,161.204,166.465,166.807,166.067,160.094,159.192,165.044,177154441216,28.883,0.56,505.098,494.439
2019-03-13 00:00:00-04:00,169.619,170.896,169.379,170.013,42426100,0.0,0.0,0.0,70.463,63.782,89.29,88.746,84.278,1.964,2.04,168.108,167.287,165.93,162.671,161.849,161.291,167.127,167.135,166.361,160.556,159.195,165.086,177154441216,28.883,0.56,505.098,494.439
2019-03-14 00:00:00-04:00,170.128,170.33,169.676,169.724,23751500,0.0,0.0,0.0,65.656,70.463,85.797,89.49,76.221,2.033,2.039,168.647,167.73,166.292,162.947,162.005,161.375,168.142,167.473,166.635,160.987,159.194,165.125,177154441216,28.883,0.56,505.098,494.439
2019-03-15 00:00:00-04:00,170.387,171.809,170.272,171.3,38192000,0.0,0.0,0.0,68.281,65.656,94.444,89.844,95.579,2.19,2.069,169.531,168.379,166.769,163.275,162.189,161.474,169.521,167.853,166.977,161.438,159.249,165.175,177154441216,28.883,0.56,505.098,494.439
2019-03-18 00:00:00-04:00,171.227,172.227,170.88,171.708,32935100,0.324,0.0,0.0,68.858,68.281,94.577,91.606,99.317,2.321,2.119,170.256,168.984,167.239,163.606,162.377,161.576,170.298,168.272,167.305,161.994,159.309,165.222,177154441216,28.883,0.56,505.098,494.439
2019-03-19 00:00:00-04:00,172.41,173.199,171.554,172.285,36893300,0.0,0.0,0.0,70.744,68.858,91.338,93.453,107.61,2.442,2.184,170.933,169.584,167.72,163.946,162.573,161.682,171.006,168.735,167.646,162.439,159.366,165.272,177154441216,28.883,0.56,505.098,494.439
2019-03-20 00:00:00-04:00,172.295,174.027,171.506,172.968,50105000,0.0,0.0,0.0,74.188,70.744,90.7,92.205,108.737,2.564,2.26,171.611,170.2,168.219,164.3,162.779,161.795,171.597,169.362,168.022,162.861,159.436,165.313,177154441216,28.883,0.56,505.098,494.439
2019-03-21 00:00:00-04:00,172.449,175.922,172.429,175.672,42428500,0.0,0.0,0.0,76.815,74.188,98.116,93.385,131.324,2.847,2.377,172.965,171.195,168.929,164.746,163.035,161.933,172.786,170.464,168.564,163.31,159.609,165.36,177154441216,28.883,0.56,505.098,494.439
2019-03-22 00:00:00-04:00,174.912,175.383,171.631,171.813,70794500,0.0,0.0,0.0,61.241,76.815,69.053,85.956,86.685,2.727,2.447,172.581,171.307,169.204,165.023,163.208,162.031,172.889,171.205,168.852,163.657,159.689,165.385,177154441216,28.883,0.56,505.098,494.439
2019-03-25 00:00:00-04:00,171.188,172.083,170.245,171.486,46336500,0.0,0.0,0.0,59.951,61.241,66.588,77.919,49.131,2.577,2.473,172.216,171.34,169.421,165.276,163.372,162.125,172.845,171.571,169.093,163.989,159.808,165.404,177154441216,28.883,0.56,505.098,494.439
2019-03-26 00:00:00-04:00,172.814,173.863,171.409,172.285,33248100,0.0,0.0,0.0,64.604,59.951,72.604,69.415,70.001,2.493,2.477,172.239,171.512,169.694,165.551,163.549,162.226,172.845,171.925,169.366,164.348,159.967,165.433,177154441216,28.883,0.56,505.098,494.439
2019-03-27 00:00:00-04:00,172.545,172.93,169.928,171.178,37096700,0.0,0.0,0.0,67.941,64.604,64.269,67.82,39.626,2.311,2.444,171.885,171.451,169.835,165.772,163.7,162.315,172.487,172.042,169.589,164.712,160.09,165.457,177154441216,28.883,0.56,505.098,494.439
2019-03-28 00:00:00-04:00,171.621,172.218,170.543,171.573,30368200,0.0,0.0,0.0,69.556,67.941,59.972,65.615,36.65,2.173,2.39,171.781,171.473,170.001,165.999,163.856,162.407,171.667,172.227,169.85,165.024,160.179,165.481,177154441216,28.883,0.56,505.098,494.439
2019-03-29 00:00:00-04:00,172.901,173.035,171.842,172.872,35205500,0.0,0.0,0.0,65.574,69.556,62.16,62.134,56.003,2.144,2.341,172.145,171.727,170.274,166.269,164.034,162.511,171.879,172.384,170.119,165.363,160.26,165.506,177154441216,28.883,0.56,505.098,494.439
2019-04-01 00:00:00-04:00,174.652,175.374,173.94,175.162,30969500,0.0,0.0,0.0,68.254,65.574,88.383,70.172,94.477,2.28,2.329,173.151,172.352,170.74,166.618,164.255,162.637,172.614,172.729,170.501,165.723,160.39,165.543,177154441216,28.883,0.56,505.098,494.439
2019-04-02 00:00:00-04:00,175.354,175.999,174.912,175.826,22645200,0.0,0.0,0.0,67.124,68.254,97.261,82.601,98.552,2.413,2.346,174.042,172.984,171.224,166.979,164.484,162.769,173.322,173.084,170.909,166.065,160.53,165.575,177154441216,28.883,0.56,505.098,494.439
2019-04-03 00:00:00-04:00,176.817,177.933,176.288,176.836,31633500,0.0,0.0,0.0,70.094,67.124,86.298,90.647,111.352,2.571,2.391,174.974,173.684,171.759,167.365,164.728,162.909,174.454,173.47,171.416,166.491,160.668,165.615,177154441216,28.883,0.56,505.098,494.439
2019-04-04 00:00:00-04:00,176.884,177.529,175.749,176.769,28530800,0.0,0.0,0.0,66.893,70.094,85.457,89.672,87.474,2.659,2.444,175.572,174.245,172.236,167.734,164.967,163.046,175.493,173.58,172.022,166.912,160.754,165.656,177154441216,28.883,0.56,505.098,494.439
2019-04-05 00:00:00-04:00,177.279,177.789,177.067,177.683,25674700,0.0,0.0,0.0,67.896,66.893,96.875,89.543,86.092,2.771,2.51,176.276,174.87,172.755,168.124,165.219,163.192,176.455,174.167,172.686,167.331,160.86,165.703,177154441216,28.883,0.56,505.098,494.439
2019-04-08 00:00:00-04:00,177.394,178.28,176.692,178.135,22697500,0.0,0.0,0.0,67.654,67.896,98.272,93.535,76.732,2.864,2.581,176.896,175.464,173.267,168.517,165.474,163.341,177.05,174.832,173.202,167.721,160.998,165.746,177154441216,28.883,0.56,505.098,494.439
2019-04-09 00:00:00-04:00,177.529,178.116,177.134,177.51,25631900,0.0,0.0,0.0,63.753,67.654,90.783,95.31,66.13,2.854,2.635,177.1,175.836,173.671,168.869,165.713,163.482,177.387,175.354,173.64,168.138,161.181,165.794,177154441216,28.883,0.56,505.098,494.439
2019-04-10 00:00:00-04:00,177.741,178.52,177.548,178.462,24563000,0.0,0.0,0.0,59.452,63.753,99.328,96.128,68.907,2.889,2.686,177.554,176.313,174.127,169.246,165.965,163.631,177.712,176.083,174.062,168.603,161.371,165.848,177154441216,28.883,0.56,505.098,494.439
2019-04-11 00:00:00-04:00,178.761,178.761,177.712,178.039,20654100,0.0,0.0,0.0,77.485,59.452,91.83,93.98,61.725,2.85,2.719,177.716,176.627,174.5,169.59,166.204,163.774,177.966,176.729,174.478,168.982,161.569,165.919,177154441216,28.883,0.56,505.098,494.439
2019-04-12 00:00:00-04:00,178.828,178.924,178.068,178.809,24989100,0.0,0.0,0.0,81.112,77.485,98.717,96.625,62.978,2.849,2.745,178.08,177.024,174.91,169.952,166.454,163.924,178.191,177.323,174.854,169.327,161.747,165.991,177154441216,28.883,0.56,505.098,494.439
2019-04-15 00:00:00-04:00,178.818,179.04,177.644,178.838,21073000,0.0,0.0,0.0,79.79,81.112,97.782,96.11,56.485,2.817,2.759,178.333,177.354,175.284,170.3,166.699,164.072,178.332,177.691,175.21,169.688,161.931,166.074,177154441216,28.883,0.56,505.098,494.439
2019-04-16 00:00:00-04:00,179.492,179.848,178.905,179.453,27195700,0.0,0.0,0.0,89.377,79.79,95.76,97.42,66.238,2.81,2.769,178.706,177.735,175.681,170.659,166.952,164.225,178.72,178.053,175.569,170.02,162.174,166.153,177154441216,28.883,0.56,505.098,494.439
2019-04-17 00:00:00-04:00,180.656,180.829,179.55,180.079,29651600,0.0,0.0,0.0,89.606,89.377,91.649,95.064,73.274,2.822,2.78,179.164,178.161,176.1,171.029,167.212,164.383,179.044,178.378,175.924,170.336,162.45,166.232,177154441216,28.883,0.56,505.098,494.439
2019-04-18 00:00:00-04:00,180.377,180.695,179.251,180.31,28580900,0.0,0.0,0.0,88.458,89.606,92.458,93.289,69.565,2.817,2.787,179.546,178.552,176.501,171.393,167.471,164.541,179.498,178.732,176.156,170.667,162.718,166.308,177154441216,28.883,0.56,505.098,494.439
2019-04-22 00:00:00-04:00,179.521,180.887,179.386,180.82,17936000,0.0,0.0,0.0,85.854,88.458,98.873,94.326,68.215,2.822,2.794,179.97,178.964,176.912,171.762,167.735,164.703,179.9,179.045,176.606,171.052,163.001,166.396,177154441216,28.883,0.56,505.098,494.439
2019-04-23 00:00:00-04:00,181.282,183.341,181.022,183.12,33665600,0.0,0.0,0.0,88.283,85.854,97.085,96.138,91.91,2.978,2.831,181.02,179.72,177.504,172.208,168.04,164.887,180.756,179.544,177.188,171.476,163.272,166.485,177154441216,28.883,0.56,505.098,494.439
2019-04-24 00:00:00-04:00,183.273,183.504,182.484,182.542,24977100,0.0,0.0,0.0,81.376,88.283,87.593,94.517,86.865,3.019,2.869,181.527,180.233,177.983,172.613,168.327,165.062,181.374,180.047,177.701,171.892,163.532,166.558,177154441216,28.883,0.56,505.098,494.439
2019-04-25 00:00:00-04:00,183.909,183.995,182.292,183.283,29517500,0.0,0.0,0.0,83.35,81.376,90.25,91.643,79.665,3.077,2.91,182.113,180.788,178.488,173.032,168.623,165.244,182.015,180.529,178.306,172.275,163.749,166.627,177154441216,28.883,0.56,505.098,494.439
2019-04-26 00:00:00-04:00,182.994,183.485,181.464,183.447,26359500,0.0,0.0,0.0,81.964,83.35,92.49,90.111,62.721,3.1,2.948,182.557,181.271,178.96,173.44,168.917,165.425,182.642,181.07,178.9,172.659,163.973,166.697,177154441216,28.883,0.56,505.098,494.439
2019-04-29 00:00:00-04:00,183.447,184.091,183.148,183.803,21716200,0.0,0.0,0.0,81.769,81.964,95.851,92.864,66.311,3.111,2.981,182.972,181.731,179.422,173.846,169.212,165.608,183.239,181.569,179.446,173.046,164.189,166.773,177154441216,28.883,0.56,505.098,494.439
2019-04-30 00:00:00-04:00,182.321,182.677,181.099,182.379,31495300,0.0,0.0,0.0,75.05,81.769,73.824,87.388,37.224,2.97,2.979,182.775,181.849,179.703,174.181,169.472,165.775,183.091,181.923,179.807,173.391,164.363,166.827,177154441216,28.883,0.56,505.098,494.439
2019-05-01 00:00:00-04:00,183.572,184.091,181.667,181.792,34797100,0.0,0.0,0.0,67.799,75.05,64.328,78.001,40.064,2.78,2.939,182.447,181.839,179.902,174.479,169.716,165.934,182.941,182.157,180.105,173.717,164.593,166.877,177154441216,28.883,0.56,505.098,494.439
2019-05-02 00:00:00-04:00,181.734,182.677,179.81,181.003,44110100,0.0,0.0,0.0,65.248,67.799,52.09,63.414,16.355,2.536,2.858,181.965,181.687,180.007,174.735,169.94,166.084,182.484,182.25,180.314,174.029,164.805,166.926,177154441216,28.883,0.56,505.098,494.439
2019-05-03 00:00:00-04:00,182.504,184.024,182.177,183.889,30386200,0.0,0.0,0.0,71.463,65.248,96.866,71.095,48.712,2.546,2.796,182.607,182.087,180.377,175.094,170.216,166.261,182.573,182.608,180.67,174.41,165.098,166.984,177154441216,28.883,0.56,505.098,494.439
2019-05-06 00:00:00-04:00,179.983,183.014,179.704,182.763,38371800,0.0,0.0,0.0,65.179,71.463,74.397,74.451,19.682,2.435,2.724,182.659,182.21,180.604,175.395,170.464,166.425,182.365,182.802,180.924,174.744,165.364,167.037,177154441216,28.883,0.56,505.098,494.439
2019-05-07 00:00:00-04:00,180.772,181.541,177.539,179.203,58818100,0.0,0.0,0.0,49.212,65.179,25.404,65.555,-26.196,2.036,2.586,181.507,181.663,180.471,175.544,170.638,166.552,181.73,182.41,180.977,174.995,165.589,167.078,177154441216,28.883,0.56,505.098,494.439
2019-05-08 00:00:00-04:00,178.616,180.098,177.972,178.751,37165300,0.0,0.0,0.0,45.772,49.212,18.503,39.434,-37.737,1.665,2.402,180.588,181.134,180.307,175.67,170.798,166.674,181.122,182.031,181.039,175.233,165.796,167.116,177154441216,28.883,0.56,505.098,494.439
2019-05-09 00:00:00-04:00,176.759,178.405,175.21,177.789,55351700,0.0,0.0,0.0,42.33,45.772,29.036,24.314,-72.233,1.278,2.177,179.655,180.526,180.067,175.753,170.937,166.784,180.479,181.482,181.006,175.454,165.993,167.146,177154441216,28.883,0.56,505.098,494.439
2019-05-10 00:00:00-04:00,177.154,178.866,174.19,178.01,58526400,0.0,0.0,0.0,41.299,42.33,38.581,28.706,-73.323,0.978,1.937,179.107,180.068,179.871,175.842,171.077,166.896,179.303,180.938,181.004,175.688,166.23,167.175,177154441216,28.883,0.56,505.098,494.439
2019-05-13 00:00:00-04:00,173.478,174.411,171.332,171.833,67185800,0.0,0.0,0.0,21.816,41.299,3.922,23.846,-146.348,0.239,1.598,176.682,178.571,179.106,175.684,171.092,166.945,177.117,179.741,180.655,175.774,166.441,167.16,177154441216,28.883,0.56,505.098,494.439
2019-05-14 00:00:00-04:00,172.737,174.767,172.102,173.719,43360600,0.0,0.0,0.0,29.319,21.816,18.703,20.402,-117.902,-0.192,1.24,175.694,177.689,178.593,175.607,171.144,167.013,176.02,178.875,180.399,175.898,166.661,167.168,177154441216,28.883,0.56,505.098,494.439
2019-05-15 00:00:00-04:00,172.574,176.615,172.535,176.172,40944500,0.0,0.0,0.0,34.572,29.319,37.934,20.186,-85.244,-0.332,0.925,175.854,177.413,178.362,175.629,171.243,167.104,175.505,178.313,180.235,176.069,166.943,167.2,177154441216,28.883,0.56,505.098,494.439
2019-05-16 00:00:00-04:00,176.249,179.04,176.038,177.943,39281200,0.0,0.0,0.0,38.837,34.572,51.81,36.149,-39.568,-0.297,0.681,176.55,177.509,178.322,175.72,171.376,167.212,175.535,178.007,180.128,176.293,167.263,167.252,177154441216,28.883,0.56,505.098,494.439
2019-05-17 00:00:00-04:00,176.182,178.568,175.97,176.124,44702300,0.0,0.0,0.0,35.298,38.837,37.557,42.433,-51.544,-0.411,0.463,176.408,177.257,178.113,175.736,171.47,167.3,175.158,177.231,179.919,176.523,167.611,167.289,177154441216,28.883,0.56,505.098,494.439
2019-05-20 00:00:00-04:00,173.671,174.334,172.564,173.151,38608300,0.0,0.0,0.0,33.322,35.298,14.253,34.54,-106.301,-0.732,0.224,175.322,176.511,177.64,175.635,171.503,167.358,175.422,176.269,179.536,176.698,167.965,167.309,177154441216,28.883,0.56,505.098,494.439
2019-05-21 00:00:00-04:00,174.642,175.441,174.084,174.96,31613800,0.0,0.0,0.0,38.175,33.322,28.582,26.797,-74.737,-0.832,0.012,175.202,176.229,177.385,175.608,171.572,167.434,175.67,175.845,179.128,176.841,168.25,167.325,177154441216,28.883,0.56,505.098,494.439
2019-05-22 00:00:00-04:00,173.988,175.191,173.921,174.18,24332600,0.0,0.0,0.0,38.187,38.175,22.441,21.759,-75.492,-0.963,-0.183,174.861,175.856,177.08,175.552,171.623,167.501,175.272,175.388,178.71,176.949,168.522,167.335,177154441216,28.883,0.56,505.098,494.439
2019-05-23 00:00:00-04:00,172.179,172.256,170.447,171.515,45351300,0.0,0.0,0.0,28.408,38.187,8.499,19.841,-117.421,-1.267,-0.399,173.746,175.067,176.55,175.394,171.621,167.541,173.986,174.761,178.121,176.979,168.768,167.327,177154441216,28.883,0.56,505.098,494.439
2019-05-24 00:00:00-04:00,172.439,173.055,171.217,171.429,25903300,0.0,0.0,0.0,29.477,28.408,8.847,13.262,-96.986,-1.497,-0.619,172.973,174.406,176.062,175.238,171.617,167.58,173.047,174.103,177.52,177.013,169.0,167.315,177154441216,28.883,0.56,505.098,494.439
2019-05-28 00:00:00-04:00,171.91,172.872,170.765,170.784,24763800,0.0,0.0,0.0,32.957,29.477,3.49,6.945,-92.621,-1.712,-0.838,172.244,173.747,175.559,175.064,171.601,167.612,172.574,173.998,176.869,177.003,169.221,167.299,177154441216,28.883,0.56,505.098,494.439
2019-05-29 00:00:00-04:00,169.725,170.312,168.475,169.379,42178800,0.0,0.0,0.0,31.733,32.957,8.561,6.966,-111.396,-1.973,-1.065,171.289,172.953,174.971,174.841,171.557,167.629,171.457,173.564,176.219,176.957,169.475,167.276,177154441216,28.883,0.56,505.098,494.439
2019-05-30 00:00:00-04:00,169.831,170.572,169.129,170.091,30354800,0.0,0.0,0.0,34.848,31.733,15.301,9.117,-88.849,-2.099,-1.272,170.89,172.433,174.506,174.655,171.528,167.654,170.64,172.956,175.634,176.913,169.676,167.264,177154441216,28.883,0.56,505.098,494.439
2019-05-31 00:00:00-04:00,168.09,168.667,167.301,167.378,45446200,0.0,0.0,0.0,30.942,34.848,0.656,8.172,-104.594,-2.389,-1.495,169.719,171.513,173.827,174.369,171.446,167.651,169.812,171.899,174.953,176.801,169.831,167.239,177154441216,28.883,0.56,505.098,494.439
2019-06-03 00:00:00-04:00,166.925,167.378,162.874,163.692,75842300,0.0,0.0,0.0,33.977,30.942,5.059,7.005,-127.792,-2.884,-1.773,167.71,170.091,172.862,173.95,171.292,167.612,168.265,170.656,173.943,176.561,169.936,167.19,177154441216,28.883,0.56,505.098,494.439
2019-06-04 00:00:00-04:00,165.53,168.359,164.895,168.301,47797800,0.0,0.0,0.0,40.37,33.977,33.571,13.096,-78.911,-2.871,-1.992,167.907,169.766,172.428,173.729,171.233,167.619,167.768,170.171,173.22,176.491,170.074,167.175,177154441216,28.883,0.56,505.098,494.439
2019-06-05 00:00:00-04:00,169.908,169.937,167.791,169.552,34412700,0.0,0.0,0.0,37.706,40.37,41.31,26.647,-46.237,-2.728,-2.139,168.456,169.727,172.154,173.565,171.2,167.638,167.803,169.63,172.738,176.452,170.221,167.163,177154441216,28.883,0.56,505.098,494.439
2019-06-06 00:00:00-04:00,169.841,171.313,169.09,170.899,29913200,0.0,0.0,0.0,36.71,37.706,51.134,42.005,-23.692,-2.477,-2.207,169.27,169.94,172.034,173.461,171.194,167.67,167.965,169.302,172.345,176.425,170.386,167.158,177154441216,28.883,0.56,505.098,494.439
2019-06-07 00:00:00-04:00,171.813,174.902,171.592,174.2,45888300,0.0,0.0,0.0,46.561,36.71,90.122,60.855,19.041,-1.99,-2.164,170.913,170.715,172.241,173.49,171.253,167.735,169.329,169.571,172.166,176.485,170.599,167.17,177154441216,28.883,0.56,505.098,494.439
2019-06-10 00:00:00-04:00,175.364,177.866,175.326,176.23,41385300,0.0,0.0,0.0,55.694,46.561,89.088,76.782,57.071,-1.423,-2.015,172.686,171.717,172.62,173.597,171.352,167.82,171.837,170.051,172.077,176.578,170.801,167.189,177154441216,28.883,0.56,505.098,494.439
2019-06-11 00:00:00-04:00,178.068,178.395,175.874,176.471,41260300,0.0,0.0,0.0,52.966,55.694,87.601,88.937,61.942,-0.944,-1.801,173.947,172.582,172.987,173.71,171.453,167.906,173.47,170.619,172.309,176.65,171.007,167.206,177154441216,28.883,0.56,505.098,494.439
2019-06-12 00:00:00-04:00,175.989,176.355,175.124,175.451,27758100,0.0,0.0,0.0,52.47,52.966,81.029,85.906,45.038,-0.639,-1.569,174.448,173.103,173.222,173.778,171.532,167.981,174.65,171.227,172.395,176.656,171.19,167.219,177154441216,28.883,0.56,505.098,494.439
2019-06-13 00:00:00-04:00,176.182,176.923,175.836,176.49,23715800,0.0,0.0,0.0,60.328,52.47,87.725,85.452,55.436,-0.309,-1.317,175.129,173.719,173.533,173.884,171.63,168.066,175.768,171.866,172.411,176.669,171.367,167.229,177154441216,28.883,0.56,505.098,494.439
2019-06-14 00:00:00-04:00,175.585,176.192,175.066,175.739,22844100,0.0,0.0,0.0,58.709,60.328,82.889,83.881,45.778,-0.108,-1.075,175.332,174.086,173.743,173.957,171.712,168.142,176.076,172.703,172.301,176.647,171.569,167.226,177154441216,28.883,0.56,505.098,494.439
2019-06-17 00:00:00-04:00,176.124,177.288,175.932,176.798,20379500,0.0,0.0,0.0,61.95,58.709,89.709,86.774,59.015,0.136,-0.833,175.821,174.579,174.034,174.068,171.813,168.228,176.19,174.013,172.334,176.648,171.78,167.228,177154441216,28.883,0.56,505.098,494.439
2019-06-18 00:00:00-04:00,178.886,180.627,178.424,179.367,48177300,0.0,0.0,0.0,68.969,61.95,92.9,88.499,92.401,0.53,-0.56,177.003,175.45,174.542,174.276,171.962,168.339,176.769,175.12,172.645,176.682,172.006,167.232,177154441216,28.883,0.56,505.098,494.439
2019-06-19 00:00:00-04:00,179.607,180.445,178.559,180.04,31672900,0.0,0.0,0.0,68.924,68.969,96.694,93.101,89.56,0.886,-0.271,178.015,176.284,175.066,174.502,172.122,168.455,177.687,176.168,172.899,176.72,172.22,167.241,177154441216,28.883,0.56,505.098,494.439
2019-06-20 00:00:00-04:00,182.552,182.59,180.089,181.715,40922000,0.0,0.0,0.0,78.392,68.924,95.559,95.051,104.29,1.289,0.041,179.248,177.272,175.699,174.785,172.312,168.587,178.732,177.25,173.276,176.804,172.471,167.258,177154441216,28.883,0.56,505.098,494.439
2019-06-21 00:00:00-04:00,181.503,182.6,181.06,181.445,39980400,0.0,0.0,0.0,90.657,78.392,93.478,95.244,99.483,1.569,0.347,179.981,178.031,176.246,175.046,172.493,168.715,179.873,177.975,173.773,176.863,172.733,167.277,177154441216,28.883,0.56,505.098,494.439
2019-06-24 00:00:00-04:00,181.808,181.991,181.355,181.451,19375200,0.416,0.0,0.0,88.16,90.657,92.242,93.76,90.57,1.77,0.631,180.471,178.652,176.742,175.298,172.67,168.842,180.804,178.497,174.274,176.932,172.957,167.307,177154441216,28.883,0.56,505.098,494.439
2019-06-25 00:00:00-04:00,181.326,181.432,178.066,178.336,33921100,0.0,0.0,0.0,73.003,88.16,68.44,84.72,57.499,1.659,0.837,179.759,178.595,176.894,175.417,172.782,168.936,180.598,178.683,174.651,176.922,173.125,167.33,177154441216,28.883,0.56,505.098,494.439
2019-06-26 00:00:00-04:00,179.522,180.651,178.876,179.165,22595700,0.0,0.0,0.0,72.25,73.003,68.8,76.494,55.984,1.62,0.994,179.561,178.699,177.11,175.564,172.909,169.038,180.423,179.055,175.141,176.929,173.308,167.36,177154441216,28.883,0.56,505.098,494.439
2019-06-27 00:00:00-04:00,179.812,180.275,179.358,179.85,19709200,0.0,0.0,0.0,67.702,72.25,63.504,66.915,53.794,1.625,1.12,179.658,178.908,177.371,175.732,173.046,169.146,180.05,179.391,175.629,176.937,173.478,167.39,177154441216,28.883,0.56,505.098,494.439
2019-06-28 00:00:00-04:00,180.284,180.477,179.436,180.082,21179200,0.0,0.0,0.0,63.599,67.702,66.576,66.293,49.743,1.629,1.222,179.799,179.121,177.629,175.902,173.186,169.255,179.777,179.825,176.264,176.937,173.637,167.415,177154441216,28.883,0.56,505.098,494.439
2019-07-01 00:00:00-04:00,183.534,183.775,181.663,182.512,31025600,0.0,0.0,0.0,68.474,63.599,85.495,71.858,75.992,1.807,1.339,180.703,179.738,178.094,176.162,173.37,169.386,179.989,180.396,177.205,176.981,173.824,167.455,177154441216,28.883,0.56,505.098,494.439
2019-07-02 00:00:00-04:00,182.454,183.254,181.933,183.235,18035800,0.0,0.0,0.0,74.244,68.474,93.799,81.957,68.19,1.984,1.468,181.547,180.374,178.584,176.439,173.566,169.524,180.969,180.783,177.951,177.029,174.04,167.489,177154441216,28.883,0.56,505.098,494.439
2019-07-03 00:00:00-04:00,183.698,184.614,183.505,184.614,15792100,0.0,0.0,0.0,74.778,74.244,100.0,93.098,76.178,2.21,1.616,182.57,181.145,179.158,176.76,173.784,169.674,182.059,181.241,178.705,177.059,174.268,167.533,177154441216,28.883,0.56,505.098,494.439
2019-07-05 00:00:00-04:00,183.351,184.576,182.637,184.238,21415600,0.0,0.0,0.0,76.526,74.778,95.668,96.489,59.51,2.332,1.76,183.126,181.707,179.642,177.053,173.991,169.819,182.936,181.493,179.371,177.093,174.493,167.587,177154441216,28.883,0.56,505.098,494.439
2019-07-08 00:00:00-04:00,183.042,183.1,182.194,182.946,17598800,0.0,0.0,0.0,68.913,76.526,74.521,90.063,38.465,2.298,1.867,183.066,181.932,179.957,177.284,174.169,169.95,183.509,181.643,179.809,177.086,174.681,167.628,177154441216,28.883,0.56,505.098,494.439
2019-07-09 00:00:00-04:00,182.078,184.093,181.924,183.862,19193500,0.0,0.0,0.0,65.394,68.913,88.512,86.234,41.703,2.318,1.957,183.331,182.283,180.328,177.542,174.361,170.088,183.779,181.884,180.19,177.094,174.877,167.674,177154441216,28.883,0.56,505.098,494.439
2019-07-10 00:00:00-04:00,184.981,186.205,184.643,185.694,28374500,0.0,0.0,0.0,67.938,65.394,93.72,85.584,65.448,2.454,2.057,184.119,182.903,180.84,177.862,174.585,170.244,184.271,182.62,180.652,177.132,175.089,167.72,177154441216,28.883,0.56,505.098,494.439
2019-07-11 00:00:00-04:00,185.974,186.446,184.971,185.559,23736100,0.0,0.0,0.0,63.518,67.938,89.413,90.549,59.913,2.521,2.15,184.599,183.386,181.289,178.163,174.802,170.396,184.46,183.259,181.157,177.196,175.293,167.769,177154441216,28.883,0.56,505.098,494.439
