Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Oscillators_RSI,Oscillators_RSI[1],Oscillators_STOCH.K,Oscillators_STOCH.D,Oscillators_CCI,Oscillators_MACD.macd,Oscillators_MACD.signal,Moving Averages_EMA5,Moving Averages_EMA10,Moving Averages_EMA20,Moving Averages_EMA50,Moving Averages_EMA100,Moving Averages_EMA200,Moving Averages_SMA5,Moving Averages_SMA10,Moving Averages_SMA20,Moving Averages_SMA50,Moving Averages_SMA100,Moving Averages_SMA200,Info_marketCap,Info_trailingPE,Info_dividendYield,Info_fiftyDayAverage,Info_twoHundredDayAverage
2018-04-20 00:00:00-04:00,156.918,157.032,154.285,154.829,49197100,0.0,0.0,0.0,62.739,58.339,63.734,81.179,27.345,-0.08,-0.762,156.15,155.425,155.171,155.5,153.457,148.492,156.899,155.034,153.317,156.47,154.611,146.752,177154441216,28.883,0.56,505.098,494.439
2018-04-23 00:00:00-04:00,155.582,156.193,153.608,154.438,33040600,0.0,0.0,0.0,59.147,62.739,60.571,69.458,18.429,-0.139,-0.637,155.58,155.246,155.101,155.458,153.476,148.551,156.763,155.431,153.478,156.636,154.671,146.877,177154441216,28.883,0.56,505.098,494.439
2018-04-24 00:00:00-04:00,155.172,155.411,150.145,151.166,70256800,0.0,0.0,0.0,47.563,59.147,23.201,49.169,-17.158,-0.445,-0.599,154.108,154.504,154.726,155.29,153.431,148.577,155.306,155.168,153.195,156.685,154.694,146.98,177154441216,28.883,0.56,505.098,494.439
2018-04-25 00:00:00-04:00,151.433,151.976,149.267,151.347,52089300,0.0,0.0,0.0,46.085,47.563,24.91,36.227,-38.293,-0.665,-0.612,153.188,153.93,154.404,155.135,153.389,148.605,153.819,155.013,153.175,156.686,154.745,147.079,177154441216,28.883,0.56,505.098,494.439
2018-04-26 00:00:00-04:00,153.302,155.048,152.806,154.533,43005500,0.0,0.0,0.0,60.78,46.085,52.422,33.511,12.974,-0.575,-0.605,153.636,154.039,154.417,155.112,153.412,148.664,153.262,154.992,153.401,156.735,154.816,147.193,177154441216,28.883,0.56,505.098,494.439
2018-04-27 00:00:00-04:00,156.804,156.842,153.751,154.628,51043400,0.0,0.0,0.0,59.137,60.78,53.372,43.568,29.518,-0.491,-0.582,153.967,154.147,154.437,155.093,153.436,148.723,153.222,155.061,153.494,156.729,154.894,147.299,177154441216,28.883,0.56,505.098,494.439
2018-04-30 00:00:00-04:00,154.991,155.954,153.15,153.531,35615300,0.0,0.0,0.0,49.373,59.137,42.45,49.415,9.078,-0.507,-0.567,153.822,154.035,154.351,155.032,153.438,148.771,153.041,154.902,153.753,156.643,154.978,147.398,177154441216,28.883,0.56,505.098,494.439
2018-05-01 00:00:00-04:00,153.131,155.306,152.768,155.287,36513500,0.0,0.0,0.0,55.57,49.373,59.924,51.915,10.216,-0.374,-0.528,154.31,154.262,154.44,155.042,153.475,148.836,153.865,154.586,154.016,156.606,155.078,147.5,177154441216,28.883,0.56,505.098,494.439
2018-05-02 00:00:00-04:00,155.554,156.04,154.19,154.371,38646800,0.0,0.0,0.0,49.092,55.57,50.807,51.061,17.868,-0.338,-0.49,154.33,154.282,154.433,155.015,153.492,148.891,154.47,154.145,154.116,156.545,155.163,147.598,177154441216,28.883,0.56,505.098,494.439
2018-05-03 00:00:00-04:00,153.589,154.924,151.891,154.352,60337100,0.0,0.0,0.0,51.041,49.092,50.617,53.783,-18.734,-0.308,-0.454,154.337,154.295,154.425,154.989,153.509,148.945,154.434,153.848,154.171,156.493,155.243,147.691,177154441216,28.883,0.56,505.098,494.439
2018-05-04 00:00:00-04:00,153.684,157.643,153.57,157.28,41543200,0.0,0.0,0.0,55.047,51.041,79.772,60.399,58.363,-0.047,-0.372,155.318,154.838,154.697,155.079,153.584,149.028,154.964,154.093,154.564,156.499,155.345,147.794,177154441216,28.883,0.56,505.098,494.439
2018-05-07 00:00:00-04:00,158.015,159.103,157.891,158.587,32500200,0.0,0.0,0.0,50.344,55.047,92.783,74.391,137.124,0.262,-0.246,156.408,155.519,155.068,155.217,153.683,149.123,155.975,154.508,154.969,156.468,155.449,147.904,177154441216,28.883,0.56,505.098,494.439
2018-05-08 00:00:00-04:00,158.254,158.769,157.271,158.425,26040200,0.0,0.0,0.0,49.084,50.344,93.114,88.556,111.398,0.488,-0.099,157.081,156.048,155.388,155.343,153.777,149.216,156.603,155.234,155.201,156.39,155.554,148.013,177154441216,28.883,0.56,505.098,494.439
2018-05-09 00:00:00-04:00,158.711,160.266,158.149,160.152,29122700,0.0,0.0,0.0,57.254,49.084,98.959,94.952,141.602,0.798,0.081,158.104,156.794,155.841,155.531,153.903,149.324,157.759,156.115,155.564,156.388,155.673,148.127,177154441216,28.883,0.56,505.098,494.439
2018-05-10 00:00:00-04:00,160.667,161.926,160.543,161.812,27067600,0.0,0.0,0.0,68.674,57.254,99.096,97.056,171.386,1.164,0.297,159.34,157.706,156.41,155.777,154.06,149.449,159.251,156.843,155.917,156.439,155.809,148.251,177154441216,28.883,0.56,505.098,494.439
2018-05-11 00:00:00-04:00,161.621,162.041,160.953,161.659,24688800,0.0,0.0,0.0,69.561,68.674,97.013,98.356,146.777,1.425,0.523,160.113,158.425,156.91,156.008,154.21,149.57,160.127,157.546,156.303,156.539,155.928,148.373,177154441216,28.883,0.56,505.098,494.439
2018-05-14 00:00:00-04:00,162.031,162.957,161.669,161.936,21821700,0.0,0.0,0.0,84.824,69.561,92.544,96.217,141.569,1.635,0.745,160.721,159.063,157.389,156.241,154.363,149.693,160.797,158.386,156.644,156.616,156.036,148.5,177154441216,28.883,0.56,505.098,494.439
2018-05-15 00:00:00-04:00,160.657,160.743,159.293,160.142,49361600,0.0,0.0,0.0,75.754,84.824,74.569,88.042,86.749,1.638,0.924,160.528,159.26,157.651,156.394,154.478,149.797,161.14,158.872,156.729,156.622,156.136,148.618,177154441216,28.883,0.56,505.098,494.439
2018-05-16 00:00:00-04:00,160.352,161.573,160.276,161.201,22941200,0.0,0.0,0.0,72.304,75.754,84.138,83.75,109.876,1.707,1.08,160.752,159.613,157.989,156.582,154.611,149.911,161.35,159.555,156.85,156.635,156.247,148.745,177154441216,28.883,0.56,505.098,494.439
2018-05-17 00:00:00-04:00,160.638,161.802,159.799,160.581,27480200,0.0,0.0,0.0,69.235,72.304,78.535,79.081,98.649,1.691,1.203,160.695,159.789,158.236,156.739,154.729,150.017,161.104,160.178,157.013,156.629,156.353,148.867,177154441216,28.883,0.56,505.098,494.439
2018-05-18 00:00:00-04:00,159.961,160.514,159.513,159.751,26217900,0.0,0.0,0.0,70.452,69.235,71.035,77.903,70.721,1.594,1.281,160.381,159.782,158.38,156.857,154.829,150.114,160.722,160.425,157.259,156.589,156.451,148.983,177154441216,28.883,0.56,505.098,494.439
2018-05-21 00:00:00-04:00,160.991,161.697,159.961,160.648,22954600,0.0,0.0,0.0,68.683,70.452,79.138,76.236,81.446,1.571,1.339,160.47,159.939,158.596,157.006,154.944,150.219,160.465,160.631,157.57,156.503,156.567,149.107,177154441216,28.883,0.56,505.098,494.439
2018-05-22 00:00:00-04:00,161.383,161.65,160.152,160.438,19477700,0.0,0.0,0.0,72.238,68.683,77.241,75.805,68.172,1.518,1.375,160.459,160.03,158.772,157.14,155.053,150.32,160.524,160.832,158.033,156.396,156.68,149.228,177154441216,28.883,0.56,505.098,494.439
2018-05-23 00:00:00-04:00,159.217,161.812,159.198,161.793,26557800,0.0,0.0,0.0,74.841,72.238,87.602,81.327,60.414,1.567,1.413,160.904,160.351,159.059,157.323,155.186,150.434,160.642,160.996,158.555,156.361,156.806,149.351,177154441216,28.883,0.56,505.098,494.439
2018-05-24 00:00:00-04:00,161.745,162.031,160.114,161.745,27696500,0.0,0.0,0.0,68.454,74.841,78.691,81.178,58.609,1.584,1.447,161.184,160.604,159.315,157.496,155.316,150.547,160.875,160.99,158.916,156.326,156.94,149.476,177154441216,28.883,0.56,505.098,494.439
2018-05-25 00:00:00-04:00,161.726,162.489,161.421,161.907,27460500,0.0,0.0,0.0,65.157,68.454,81.544,82.612,64.079,1.593,1.476,161.425,160.841,159.562,157.669,155.447,150.66,161.306,161.014,159.28,156.296,157.049,149.602,177154441216,28.883,0.56,505.098,494.439
2018-05-29 00:00:00-04:00,161.173,162.098,160.228,161.192,41220500,0.0,0.0,0.0,62.023,65.157,63.295,74.51,37.991,1.524,1.486,161.347,160.905,159.717,157.807,155.56,150.765,161.415,160.94,159.663,156.263,157.137,149.739,177154441216,28.883,0.56,505.098,494.439
2018-05-30 00:00:00-04:00,161.774,162.632,161.43,162.346,22665800,0.0,0.0,0.0,60.035,62.023,83.757,76.199,49.27,1.545,1.498,161.68,161.167,159.968,157.985,155.695,150.88,161.797,161.16,160.016,156.321,157.234,149.877,177154441216,28.883,0.56,505.098,494.439
2018-05-31 00:00:00-04:00,162.346,163.319,161.821,162.241,35670900,0.0,0.0,0.0,52.289,60.035,73.842,73.631,46.843,1.535,1.505,161.867,161.362,160.184,158.152,155.824,150.993,161.886,161.264,160.409,156.368,157.314,150.006,177154441216,28.883,0.56,505.098,494.439
