Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Oscillators_RSI,Oscillators_RSI[1],Oscillators_STOCH.K,Oscillators_STOCH.D,Oscillators_CCI,Oscillators_MACD.macd,Oscillators_MACD.signal,Moving Averages_EMA5,Moving Averages_EMA10,Moving Averages_EMA20,Moving Averages_EMA50,Moving Averages_EMA100,Moving Averages_EMA200,Moving Averages_SMA5,Moving Averages_SMA10,Moving Averages_SMA20,Moving Averages_SMA50,Moving Averages_SMA100,Moving Averages_SMA200,Info_sector,Info_industry,Info_marketCap,Info_trailingPE,Info_forwardPE,Info_dividendYield,Info_beta,Info_fiftyDayAverage,Info_twoHundredDayAverage
2020-04-21 00:00:00-04:00,166.07,166.233,158.997,160.634,56203700,0.0,0.0,59.55,65.381,58.907,79.191,45.439,4.44,2.842,164.726,162.378,158.039,155.365,152.504,145.215,166.626,163.043,155.487,156.532,155.008,143.87,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-22 00:00:00-04:00,164.051,166.549,163.505,166.09,34620200,0.0,0.0,70.187,59.55,78.138,73.459,59.66,4.495,3.173,165.18,163.053,158.805,155.785,152.773,145.423,166.94,164.003,156.692,156.251,155.218,144.051,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-23 00:00:00-04:00,166.654,167.564,163.591,164.08,32790800,0.0,0.0,65.544,70.187,69.148,68.731,49.053,4.328,3.404,164.814,163.24,159.308,156.111,152.997,145.609,165.864,164.605,157.864,156.012,155.404,144.225,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-24 00:00:00-04:00,164.692,167.085,163.4,167.076,34277600,0.0,0.0,69.3,65.544,75.691,74.326,46.602,4.386,3.6,165.568,163.937,160.047,156.541,153.275,145.822,165.088,165.506,158.747,155.827,155.63,144.406,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-27 00:00:00-04:00,169.028,169.325,165.879,166.597,33194400,0.0,0.0,60.271,69.3,66.384,70.408,46.92,4.343,3.749,165.911,164.421,160.671,156.935,153.539,146.029,164.895,166.323,159.912,155.652,155.868,144.583,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-28 00:00:00-04:00,168.071,168.148,162.136,162.539,34392700,0.0,0.0,56.991,60.271,42.429,61.502,24.029,3.937,3.786,164.787,164.079,160.849,157.155,153.717,146.193,165.276,165.951,160.371,155.364,156.069,144.738,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-29 00:00:00-04:00,165.803,170.072,164.52,169.832,51286600,0.0,0.0,62.016,56.991,85.48,64.765,43.815,4.155,3.86,166.468,165.125,161.705,157.652,154.036,146.429,166.025,166.482,161.314,155.186,156.336,144.928,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-04-30 00:00:00-04:00,172.292,172.675,168.684,171.536,53875900,0.0,0.0,63.286,62.016,93.425,73.778,52.753,4.415,3.971,168.158,166.29,162.641,158.196,154.383,146.678,167.516,166.69,162.611,155.031,156.621,145.136,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-01 00:00:00-04:00,168.272,170.99,166.559,167.095,39370500,0.0,0.0,57.917,63.286,59.202,79.369,29.175,4.213,4.019,167.803,166.437,163.065,158.545,154.635,146.882,167.52,166.304,163.535,154.843,156.843,145.325,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-04 00:00:00-04:00,167.018,171.335,166.358,171.182,30372900,0.0,0.0,54.822,57.917,89.083,80.57,31.143,4.334,4.082,168.929,167.299,163.838,159.041,154.962,147.123,168.437,166.666,164.732,154.848,157.11,145.535,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-05 00:00:00-04:00,172.886,175.786,172.196,173.02,36839200,0.0,0.0,58.315,54.822,83.523,77.27,51.688,4.525,4.171,170.293,168.339,164.713,159.589,155.32,147.381,170.533,167.904,165.474,155.037,157.398,145.752,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-06 00:00:00-04:00,174.283,176.312,173.852,174.723,32139300,0.0,0.0,55.498,58.315,90.824,87.81,56.265,4.76,4.289,171.77,169.5,165.666,160.183,155.704,147.653,171.511,168.768,166.385,155.314,157.697,145.969,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-07 00:00:00-04:00,176.284,176.647,174.762,175.738,28316000,0.0,0.0,55.048,55.498,94.848,89.732,56.86,4.97,4.425,173.092,170.634,166.625,160.793,156.101,147.933,172.352,169.934,167.269,155.571,157.991,146.188,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-08 00:00:00-04:00,177.059,177.078,175.508,176.772,30877800,0.0,0.0,60.221,55.048,98.306,94.659,56.986,5.161,4.572,174.319,171.75,167.592,161.419,156.51,148.219,174.287,170.903,168.205,156.078,158.284,146.404,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-11 00:00:00-04:00,175.307,179.481,175.02,178.744,30892700,0.0,0.0,72.588,60.221,95.751,96.302,59.785,5.409,4.739,175.794,173.022,168.654,162.099,156.95,148.523,175.799,172.118,169.221,156.551,158.587,146.633,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-12 00:00:00-04:00,178.801,179.031,174.494,174.695,32038200,0.0,0.0,61.123,72.588,72.406,88.821,46.843,5.218,4.835,175.427,173.326,169.229,162.593,157.302,148.784,176.134,173.334,169.642,156.737,158.857,146.837,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-13 00:00:00-04:00,174.733,176.169,168.98,172.053,44711500,0.0,0.0,60.141,61.123,57.174,75.11,18.395,4.799,4.828,174.303,173.094,169.498,162.964,157.594,149.015,175.6,173.556,170.019,157.029,159.104,147.028,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-14 00:00:00-04:00,169.937,172.953,168.157,172.799,41873900,0.0,0.0,57.722,60.141,61.479,63.687,9.488,4.475,4.757,173.802,173.041,169.812,163.349,157.895,149.252,175.012,173.682,170.186,157.22,159.346,147.227,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-15 00:00:00-04:00,171.392,179.05,169.421,175.317,46610400,0.0,0.0,61.151,57.722,75.993,64.882,40.242,4.371,4.68,174.307,173.455,170.337,163.819,158.24,149.511,174.721,174.504,170.404,157.544,159.596,147.458,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-18 00:00:00-04:00,177.796,178.227,176.083,176.992,35264500,0.0,0.0,69.682,61.151,83.365,73.613,64.41,4.374,4.619,175.202,174.098,170.97,164.335,158.611,149.785,174.371,175.085,170.876,157.99,159.864,147.688,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-19 00:00:00-04:00,177.107,178.61,175.633,175.767,26799100,0.0,0.0,59.681,69.682,71.7,77.019,53.057,4.228,4.541,175.39,174.401,171.427,164.784,158.951,150.043,174.586,175.36,171.632,158.622,160.119,147.918,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-20 00:00:00-04:00,177.389,178.387,176.554,178.205,31261300,0.51,0.0,60.625,59.681,90.278,81.781,59.05,4.26,4.485,176.328,175.093,172.073,165.31,159.332,150.323,175.816,175.708,172.238,159.106,160.386,148.182,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-21 00:00:00-04:00,177.955,179.174,175.93,176.064,29119500,0.0,0.0,65.421,60.625,73.967,78.648,46.774,4.066,4.401,176.24,175.269,172.453,165.732,159.664,150.579,176.469,175.741,172.837,159.686,160.63,148.424,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-22 00:00:00-04:00,175.834,177.053,175.21,176.141,20826900,0.0,0.0,59.89,65.421,70.508,78.251,32.199,3.874,4.296,176.207,175.428,172.804,166.14,159.99,150.834,176.634,175.678,173.29,160.547,160.887,148.663,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-26 00:00:00-04:00,178.857,179.011,173.828,174.279,36073600,0.0,0.0,52.509,59.89,54.063,66.179,23.64,3.531,4.143,175.564,175.219,172.945,166.459,160.273,151.067,176.091,175.231,173.675,160.992,161.124,148.876,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-27 00:00:00-04:00,172.964,174.682,169.509,174.509,39517100,0.0,0.0,49.547,52.509,56.097,60.223,-15.366,3.24,3.962,175.213,175.09,173.094,166.775,160.555,151.3,175.84,175.213,174.273,161.89,161.336,149.096,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-28 00:00:00-04:00,173.482,176.755,173.137,174.116,33810200,0.0,0.0,46.474,49.547,52.622,54.261,2.417,2.944,3.758,174.847,174.913,173.191,167.063,160.823,151.527,175.022,175.419,174.487,162.566,161.563,149.323,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-05-29 00:00:00-04:00,175.392,176.871,173.166,175.891,42130400,0.0,0.0,48.146,46.474,68.304,59.008,8.589,2.82,3.571,175.195,175.091,173.448,167.409,161.122,151.77,174.987,175.728,174.705,163.396,161.804,149.545,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-01 00:00:00-04:00,175.21,175.651,174.173,175.488,22622400,0.0,0.0,42.66,48.146,66.544,62.49,0.876,2.658,3.388,175.293,175.163,173.642,167.726,161.406,152.006,174.857,175.745,175.125,164.174,162.055,149.785,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-02 00:00:00-04:00,176.851,177.571,174.068,177.485,30794600,0.0,0.0,56.933,42.66,84.666,73.171,15.435,2.661,3.243,176.024,175.585,174.008,168.108,161.725,152.259,175.498,175.795,175.44,165.094,162.301,150.037,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-03 00:00:00-04:00,177.398,178.473,176.208,177.917,27311000,0.0,0.0,66.368,56.933,88.587,79.932,32.861,2.667,3.127,176.655,176.009,174.381,168.493,162.045,152.515,176.179,176.01,175.685,166.049,162.533,150.279,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-04 00:00:00-04:00,176.899,178.378,174.98,175.575,28761800,0.0,0.0,57.113,66.368,63.096,78.783,12.465,2.454,2.993,176.295,175.93,174.494,168.771,162.313,152.744,176.471,175.747,175.727,166.721,162.749,150.498,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-05 00:00:00-04:00,175.287,180.192,174.701,179.683,39893600,0.0,0.0,60.347,57.113,95.238,82.307,49.578,2.588,2.912,177.424,176.612,174.988,169.199,162.657,153.012,177.23,176.108,175.925,167.502,162.987,150.744,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-08 00:00:00-04:00,178.474,180.979,177.034,180.796,33211600,0.0,0.0,59.262,60.347,98.41,85.581,81.079,2.751,2.88,178.548,177.373,175.542,169.653,163.016,153.289,178.291,176.574,176.126,168.13,163.247,150.988,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-09 00:00:00-04:00,180.451,183.042,179.74,182.178,29783900,0.0,0.0,65.492,59.262,93.617,95.755,128.669,2.959,2.896,179.758,178.247,176.174,170.145,163.396,153.576,179.23,177.364,176.298,168.907,163.511,151.243,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-10 00:00:00-04:00,183.455,190.548,183.34,188.936,43872300,0.0,0.0,71.451,65.492,92.336,94.788,235.283,3.626,3.042,182.817,180.19,177.389,170.882,163.901,153.928,181.434,178.807,177.01,169.619,163.815,151.553,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-11 00:00:00-04:00,185.375,187.899,178.598,178.79,52854700,0.0,0.0,54.128,71.451,44.115,76.689,95.645,3.299,3.093,181.475,179.936,177.523,171.192,164.196,154.175,182.077,179.274,177.346,170.175,164.007,151.803,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-12 00:00:00-04:00,182.889,184.021,177.744,180.201,43373600,0.0,0.0,55.91,54.128,50.821,62.424,61.043,3.117,3.098,181.05,179.984,177.778,171.545,164.513,154.434,182.18,179.705,177.717,170.868,164.22,152.058,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-15 00:00:00-04:00,177.168,183.158,176.621,181.353,32770200,0.0,0.0,60.514,55.91,56.296,50.411,50.912,3.031,3.085,181.151,180.233,178.118,171.93,164.847,154.702,182.292,180.291,178.018,171.522,164.452,152.32,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-16 00:00:00-04:00,185.144,187.726,183.772,185.797,42556700,0.0,0.0,64.909,60.514,72.712,59.943,150.947,3.284,3.124,182.7,181.245,178.85,172.473,165.262,155.011,183.015,181.123,178.459,172.293,164.718,152.592,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-17 00:00:00-04:00,187.198,188.437,185.912,186.44,25687800,0.0,0.0,66.171,64.909,76.367,68.458,157.101,3.496,3.199,183.947,182.189,179.572,173.021,165.681,155.324,182.516,181.975,178.992,172.858,165.007,152.869,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-18 00:00:00-04:00,186.21,188.6,186.21,188.437,23061600,0.0,0.0,66.366,66.171,87.187,78.755,156.746,3.781,3.315,185.443,183.325,180.417,173.626,166.132,155.654,184.446,183.261,179.504,173.497,165.343,153.164,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-19 00:00:00-04:00,190.616,191.287,186.565,187.314,44441100,0.0,0.0,65.143,66.366,76.923,80.159,149.344,3.872,3.426,186.067,184.05,181.074,174.162,166.551,155.969,185.868,184.024,180.066,174.082,165.636,153.446,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-22 00:00:00-04:00,187.928,192.698,187.39,192.516,32818900,0.0,0.0,67.787,65.143,98.987,87.699,164.122,4.314,3.604,188.217,185.59,182.163,174.882,167.065,156.332,188.101,185.196,180.885,174.771,165.957,153.742,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-23 00:00:00-04:00,193.975,195.76,193.341,193.802,30917400,0.0,0.0,68.426,67.787,90.702,88.871,180.997,4.714,3.826,190.078,187.083,183.272,175.624,167.595,156.705,189.702,186.359,181.861,175.479,166.246,154.049,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-24 00:00:00-04:00,193.505,195.088,188.667,189.896,36740600,0.0,0.0,66.029,68.426,72.151,87.28,114.846,4.662,3.993,190.018,187.594,183.903,176.184,168.036,157.035,190.393,186.455,182.631,175.952,166.52,154.345,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-25 00:00:00-04:00,189.857,192.554,187.621,192.295,27803900,0.0,0.0,64.678,66.029,81.896,81.583,92.303,4.759,4.146,190.777,188.449,184.702,176.816,168.517,157.386,191.165,187.805,183.54,176.507,166.778,154.659,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-26 00:00:00-04:00,191.71,191.863,187.055,188.446,54675800,0.0,0.0,58.37,64.678,61.786,71.944,60.339,4.474,4.212,190.0,188.448,185.059,177.272,168.911,157.695,191.391,188.63,184.167,176.887,166.944,154.954,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-29 00:00:00-04:00,187.918,190.558,185.778,190.472,26701600,0.0,0.0,58.948,58.37,72.367,72.016,48.19,4.362,4.242,190.157,188.816,185.574,177.789,169.338,158.021,190.982,189.541,184.916,177.277,167.131,155.252,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-06-30 00:00:00-04:00,189.934,196.192,189.8,195.338,34310300,0.0,0.0,57.201,58.948,95.635,76.596,88.031,4.612,4.316,191.884,190.002,186.504,178.478,169.853,158.393,191.289,190.496,185.809,177.833,167.331,155.575,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-01 00:00:00-04:00,194.983,198.064,193.668,196.48,32061200,0.0,0.0,74.953,57.201,92.614,86.872,96.781,4.846,4.422,193.416,191.18,187.454,179.184,170.38,158.772,192.606,191.5,186.737,178.55,167.541,155.909,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-02 00:00:00-04:00,197.421,199.667,196.768,197.978,29315800,0.0,0.0,75.013,74.953,92.67,93.64,99.217,5.094,4.556,194.937,192.416,188.456,179.921,170.927,159.162,193.743,192.454,187.857,179.187,167.719,156.246,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-06 00:00:00-04:00,200.444,202.652,199.734,202.239,31897600,0.0,0.0,77.024,75.013,97.814,94.366,112.08,5.571,4.759,197.371,194.202,189.769,180.796,171.547,159.591,196.501,193.946,188.985,179.951,167.981,156.598,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-07 00:00:00-04:00,201.999,206.05,199.638,199.888,33600700,0.0,0.0,69.275,77.024,69.602,86.695,99.653,5.693,4.946,198.21,195.236,190.733,181.545,172.108,159.991,198.385,194.683,189.94,180.607,168.217,156.926,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-08 00:00:00-04:00,201.635,204.696,200.31,204.284,33600000,0.0,0.0,72.136,69.275,91.288,86.235,97.031,6.074,5.172,200.234,196.881,192.023,182.436,172.745,160.432,200.174,195.732,191.045,181.361,168.506,157.285,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-09 00:00:00-04:00,207.643,207.691,202.978,205.714,33121700,0.0,0.0,71.739,72.136,90.977,83.956,107.051,6.418,5.421,202.061,198.487,193.327,183.349,173.398,160.883,202.02,197.313,191.884,182.224,168.794,157.651,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-10 00:00:00-04:00,205.042,205.484,202.604,205.09,26177600,0.0,0.0,72.652,71.739,88.13,90.131,86.287,6.564,5.65,203.071,199.687,194.447,184.202,174.026,161.323,203.443,198.593,193.199,182.929,169.058,158.023,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-13 00:00:00-04:00,205.867,207.134,198.208,198.755,38135600,0.0,0.0,57.727,72.652,59.22,79.442,54.258,6.099,5.739,201.632,199.518,194.858,184.772,174.515,161.695,202.746,199.624,194.127,183.474,169.253,158.354,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-14 00:00:00-04:00,197.853,200.464,193.917,199.984,37591800,0.0,0.0,57.667,57.727,64.827,70.726,23.687,5.763,5.744,201.083,199.603,195.346,185.369,175.02,162.076,202.765,200.575,195.058,184.131,169.487,158.69,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-15 00:00:00-04:00,201.145,202.844,196.797,199.686,32179400,0.0,0.0,63.337,57.667,63.469,62.505,31.247,5.41,5.677,200.617,199.618,195.759,185.93,175.508,162.45,201.846,201.01,195.753,184.702,169.775,159.034,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-16 00:00:00-04:00,197.152,197.44,194.186,195.731,29940700,0.0,0.0,54.491,63.337,45.423,57.906,-1.983,4.756,5.493,198.989,198.911,195.757,186.315,175.908,162.781,199.849,200.935,196.217,185.156,170.096,159.351,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-17 00:00:00-04:00,196.259,196.807,193.303,194.733,31635300,0.0,0.0,58.878,54.491,40.867,49.92,-11.833,4.11,5.217,197.57,198.152,195.659,186.645,176.281,163.099,197.778,200.61,196.532,185.556,170.435,159.673,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-20 00:00:00-04:00,196.768,203.775,194.858,203.103,36884800,0.0,0.0,65.126,58.878,74.356,53.549,29.991,4.225,5.018,199.414,199.052,196.368,187.29,176.812,163.497,198.648,200.697,197.321,186.103,170.837,160.048,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-21 00:00:00-04:00,205.08,205.349,199.676,200.368,37990400,0.0,0.0,56.347,65.126,49.1,54.774,37.03,4.049,4.824,199.732,199.291,196.749,187.803,177.279,163.864,198.724,200.745,197.714,186.575,171.327,160.401,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-22 00:00:00-04:00,200.799,203.775,200.022,203.247,49605700,0.0,0.0,58.181,56.347,69.113,64.19,40.526,4.094,4.678,200.904,200.01,197.368,188.409,177.793,164.256,199.437,200.641,198.186,187.065,171.808,160.761,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-23 00:00:00-04:00,198.87,202.45,194.033,194.407,67457000,0.0,0.0,46.334,58.181,7.672,41.961,-12.472,3.378,4.418,198.738,198.992,197.086,188.644,178.122,164.556,199.172,199.51,198.412,187.46,172.098,161.08,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
2020-07-24 00:00:00-04:00,192.372,194.714,189.579,193.217,39827000,0.0,0.0,40.114,46.334,20.085,32.29,-57.387,2.683,4.071,196.898,197.942,196.717,188.823,178.421,164.841,198.868,198.323,198.458,187.883,172.456,161.401,Technology,Software - Infrastructure,2675043205120,28.973,24.07,0.89,1.0,401.534,421.295
