Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Oscillators_RSI,Oscillators_RSI[1],Oscillators_STOCH.K,Oscillators_STOCH.D,Oscillators_CCI,Oscillators_MACD.macd,Oscillators_MACD.signal,Moving Averages_EMA5,Moving Averages_EMA10,Moving Averages_EMA20,Moving Averages_EMA50,Moving Averages_EMA100,Moving Averages_EMA200,Moving Averages_SMA5,Moving Averages_SMA10,Moving Averages_SMA20,Moving Averages_SMA50,Moving Averages_SMA100,Moving Averages_SMA200,Info_marketCap,Info_trailingPE,Info_dividendYield,Info_fiftyDayAverage,Info_twoHundredDayAverage
2024-07-11 09:30:00-04:00,503.06,503.28,491.77,493.27,31055595,0.0,0.0,0.0,70.29617079896977,87.07870360420382,62.405993156626394,86.3665730992354,65.80852936255958,6.054,5.727,497.585,495.673,491.084,480.213,468.296,457.651,498.5268981933594,497.0386474609375,489.4573287963867,479.33759338378906,462.45165954589845,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-11 13:30:00-04:00,493.25,493.535,490.725,491.91,15775781,0.0,0.0,0.0,65.90690638570425,70.29617079896977,50.04307129875723,70.14395661187133,20.670723000040407,5.383,5.658,495.693,494.989,491.163,480.671,468.764,457.992,497.58079833984374,497.1135192871094,490.08582458496096,480.1189935302734,463.03895965576174,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-12 09:30:00-04:00,492.5,497.9,492.04,497.89,18675660,0.0,0.0,0.0,70.15466628824046,65.90690638570425,75.77462680295406,62.74123041944589,48.3782181064742,5.273,5.581,496.426,495.516,491.803,481.346,469.34,458.389,497.60480346679685,497.30645141601565,490.96082458496096,480.98999389648435,463.6905596923828,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-12 13:30:00-04:00,497.88,499.619,494.11,494.87,13598729,0.0,0.0,0.0,62.45598989419032,70.15466628824046,54.03823296194379,59.95197702121836,42.9796848562892,4.885,5.442,495.907,495.399,492.095,481.877,469.846,458.752,496.1820007324219,497.16945190429686,491.61982421875,481.6565936279297,464.3611096191406,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-15 09:30:00-04:00,496.63,501.01,495.92,496.49,18751309,0.0,0.0,0.0,62.091285038144,62.45598989419032,58.17965615525661,62.66417197338482,48.57370596306302,4.655,5.285,496.101,495.597,492.514,482.45,470.374,459.128,494.88599853515626,497.1184509277344,492.3668243408203,482.31459350585936,465.0804095458984,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-15 13:30:00-04:00,496.4,497.36,494.09,496.16,10888915,0.0,0.0,0.0,57.07677923981156,62.091285038144,42.47756794016209,51.56515235245416,26.053399452432043,4.396,5.107,496.121,495.699,492.861,482.988,470.884,459.496,495.46400146484376,496.9954498291016,493.07932434082034,482.9633935546875,465.82353057861326,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-16 09:30:00-04:00,497.69,498.44,493.15,494.26,15652235,0.0,0.0,0.0,47.37697263631947,57.07677923981156,27.62804520280681,42.761756432741834,14.1559183257597,3.991,4.884,495.501,495.438,492.994,483.43,471.347,459.842,495.9340026855469,496.7574005126953,493.8428253173828,483.5803936767578,466.5516305541992,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-16 13:30:00-04:00,494.27,496.69,493.66,496.39,8455374,0.0,0.0,0.0,50.21889203938275,47.37697263631947,44.275233384056904,38.12694884234193,9.767858941931605,3.798,4.666,495.797,495.611,493.318,483.938,471.843,460.206,495.6340026855469,496.61940307617186,494.6178253173828,484.2075939941406,467.2571307373047,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-17 09:30:00-04:00,488.125,488.798,482.21,483.13,32456886,0.0,0.0,0.0,35.17182067799088,50.21889203938275,4.317285467559138,25.406854684807616,-81.00212386045378,2.546,4.242,491.575,493.342,492.348,483.906,472.067,460.434,493.2860046386719,494.7340026855469,494.6773254394531,484.6105938720703,467.8192306518555,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-17 13:30:00-04:00,483.1,484.04,481.7,481.8,17764477,0.0,0.0,0.0,33.66135109030084,35.17182067799088,0.4581837406310796,16.350234197415705,-93.21289132463569,1.43,3.68,488.316,491.243,491.343,483.824,472.259,460.647,490.34800415039064,492.61700134277345,494.51582489013674,484.97479370117185,468.2857305908203,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-18 09:30:00-04:00,485.49,485.7,476.58,479.72,28644612,0.0,0.0,0.0,32.74809621096665,33.66135109030084,11.65558412723586,5.47701777847536,-100.50844652739116,0.373,3.018,485.451,489.148,490.236,483.663,472.407,460.836,487.06000366210935,491.2620025634766,494.150325012207,485.2733935546875,468.7281805419922,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-18 13:30:00-04:00,479.73,481.12,476.28,479.53,16620695,0.0,0.0,0.0,31.03952562649812,32.74809621096665,11.93098812457988,8.01491866414894,-105.38582993601102,-0.474,2.32,483.477,487.399,489.216,483.501,472.548,461.022,484.11400146484374,490.0240020751953,493.56876068115236,485.56299377441405,469.14089752197265,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-19 09:30:00-04:00,478.87,481.68,473.94,474.85,24211228,0.0,0.0,0.0,22.064821721101595,31.03952562649812,3.076416751867629,8.887663001227791,-112.54949723295877,-1.506,1.555,480.602,485.118,487.848,483.161,472.594,461.16,479.8059997558594,487.7200012207031,492.5132263183594,485.698994140625,469.48609771728513,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-19 13:30:00-04:00,474.81,477.07,474.17,475.24,13912091,0.0,0.0,0.0,21.096507941758958,22.064821721101595,4.430770126886157,6.479391667777889,-113.14172509237481,-2.266,0.79,478.814,483.322,486.647,482.851,472.646,461.3,478.2279968261719,485.7570007324219,491.4632263183594,485.7051940917969,469.8210986328125,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-22 09:30:00-04:00,481.12,482.86,477.76,481.82,24325027,0.0,0.0,0.0,37.23537881179711,21.096507941758958,29.110063921175154,12.20575026664298,-72.05732358244947,-2.311,0.17,479.816,483.049,486.188,482.81,472.828,461.504,478.2320190429688,484.2900115966797,490.70423126220703,485.8587957763672,470.23629974365235,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-22 13:30:00-04:00,481.84,483.35,481.78,482.33,10923347,0.0,0.0,0.0,39.113616943359375,37.23537881179711,30.993652976787704,21.51149567494967,-56.71941240021842,-2.279,-0.32,480.654,482.918,485.82,482.791,473.016,461.711,478.75401611328124,482.9070098876953,489.95122985839845,485.9815954589844,470.66801971435547,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-23 09:30:00-04:00,481.41,484.43,480.46,481.56,14924809,0.0,0.0,0.0,28.950726553218942,39.113616943359375,28.14921705015614,29.417644649373,-55.18818762082123,-2.29,-0.714,480.956,482.671,485.415,482.743,473.185,461.909,479.16001586914064,481.6370086669922,489.19720458984375,486.0785955810547,471.0829196166992,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-23 13:30:00-04:00,481.475,482.38,480.15,480.63,6174756,0.0,0.0,0.0,30.59944253374401,28.950726553218942,24.713707540894898,27.952192522612915,-58.56965777926724,-2.346,-1.04,480.847,482.3,484.959,482.66,473.332,462.095,480.316015625,480.0610076904297,488.34020538330077,486.12019775390627,471.47751953125,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-24 09:30:00-04:00,473.81,474.19,465.9,466.85,29241881,0.0,0.0,0.0,19.6684286430783,30.59944253374401,2.919247318685359,18.594057303245467,-135.32762891675983,-3.462,-1.525,476.182,479.491,483.234,482.04,473.204,462.143,478.6380187988281,478.4330078125,486.58350524902346,485.87378173828125,471.7357196044922,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-24 13:30:00-04:00,466.87,467.52,462.51,463.33,23231169,0.0,0.0,0.0,18.462992517475058,19.6684286430783,2.282151332564377,9.97170206404821,-149.49979019715826,-4.579,-2.135,471.898,476.553,481.339,481.307,473.009,462.154,474.93999633789065,476.5860076904297,484.60150451660155,485.45658325195313,471.95522033691407,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-25 09:30:00-04:00,463.72,467.93,455.63,464.92,39001503,0.0,0.0,0.0,21.64652506498416,18.462992517475058,22.62515106425043,9.27551657183339,-138.83689266024305,-5.274,-2.763,469.572,474.438,479.775,480.664,472.848,462.182,471.4579772949219,475.1059967041016,483.1839996337891,485.05398132324217,472.18381927490236,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-25 13:30:00-04:00,464.96,465.82,458.05,458.25,16184245,0.0,0.0,0.0,16.115706960723926,21.64652506498416,7.899070903205743,10.935457766673517,-130.05990970358857,-6.291,-3.469,465.798,471.494,477.725,479.785,472.559,462.143,466.7959777832031,472.9779968261719,481.5009994506836,484.5077813720703,472.33591918945314,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-26 09:30:00-04:00,462.67,465.92,459.78,465.74,25452841,0.0,0.0,0.0,32.785492633695526,16.115706960723926,33.62149281360432,21.381904927020162,-96.24399668348063,-6.418,-4.059,465.779,470.448,476.583,479.234,472.424,462.179,463.81797485351564,472.06699523925784,479.8934982299805,484.11798095703125,472.5623190307617,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-26 13:30:00-04:00,465.75,465.85,461.27,463.0,12925987,0.0,0.0,0.0,31.89514408342768,32.785492633695526,24.509455676958268,22.01000646458944,-85.32320817248315,-6.664,-4.58,464.852,469.094,475.29,478.598,472.238,462.187,463.0479736328125,470.84299621582034,478.2999984741211,483.76178100585935,472.75411895751955,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-29 09:30:00-04:00,465.71,467.91,461.615,465.06,18471652,0.0,0.0,0.0,35.87661430828547,31.89514408342768,32.743044002551606,30.291330831038067,-66.0568024621149,-6.616,-4.987,464.922,468.36,474.316,478.067,472.096,462.215,463.39397583007815,469.1669860839844,476.728498840332,483.435380859375,472.9451190185547,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-29 13:30:00-04:00,465.07,466.01,463.29,463.84,8127191,0.0,0.0,0.0,35.17846496948228,35.87661430828547,28.506926857387484,28.58647551229912,-58.2235754883949,-6.6,-5.31,464.561,467.539,473.318,477.509,471.932,462.231,463.17799682617186,467.3179870605469,475.1124984741211,483.10890075683596,473.0644189453125,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-30 09:30:00-04:00,465.85,466.561,454.15,456.7,20375295,0.0,0.0,0.0,33.61610480597638,35.17846496948228,8.421461074464707,23.223810644801265,-72.53574839784086,-7.082,-5.664,461.941,465.568,471.735,476.693,471.63,462.176,462.8679992675781,464.8319885253906,473.23449859619143,482.64130126953125,473.1028192138672,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-30 13:30:00-04:00,456.706,459.24,456.24,457.38,13941623,0.0,0.0,0.0,33.96186600924959,33.61610480597638,10.667143713812028,15.865177215221406,-67.3522830085187,-7.325,-5.996,460.42,464.079,470.368,475.935,471.348,462.129,461.1960021972656,462.5069885253906,471.2839981079102,482.2747314453125,473.14681915283205,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-31 09:30:00-04:00,467.66,471.36,466.41,469.58,23390053,0.0,0.0,0.0,40.01607039110095,33.96186600924959,50.95740338535499,23.348669391210574,-9.273411622797362,-6.458,-6.089,463.474,465.079,470.293,475.686,471.313,462.203,462.51198120117186,462.7799774169922,470.6064926147461,482.1881292724609,473.32301818847657,N/A,187174567936,30.516,0.56,506.071,494.454
2024-07-31 13:30:00-04:00,469.55,472.79,467.304,471.05,17383542,0.0,0.0,0.0,40.941176701254385,40.01607039110095,55.812399530343725,39.14564887650358,-0.12519326422203034,-5.588,-5.989,465.999,466.165,470.365,475.504,471.308,462.291,463.70997924804686,463.5519775390625,470.0689926147461,482.0555291748047,473.51941802978513,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-01 09:30:00-04:00,471.94,475.55,458.828,459.51,28796381,0.0,0.0,0.0,34.90341565825533,40.941176701254385,18.986942200399767,41.918915038699495,-26.330656587866862,-5.764,-5.944,463.836,464.955,469.331,474.877,471.074,462.263,462.84398193359374,463.0109893798828,469.05849304199216,481.6587292480469,473.59681823730466,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-01 13:30:00-04:00,459.52,460.48,455.98,459.8,21805708,0.0,0.0,0.0,35.61258413551731,34.90341565825533,26.401848167875247,33.73372996620625,-53.12021155701542,-5.813,-5.917,462.491,464.018,468.424,474.286,470.851,462.239,463.46397705078124,463.1659881591797,468.0719924926758,481.26792724609373,473.6511181640625,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-02 09:30:00-04:00,450.47,453.565,444.5,446.89,46891122,0.0,0.0,0.0,36.04580558527059,35.61258413551731,7.697312682933541,17.695367683736183,-100.61492180680155,-6.814,-6.097,457.29,460.904,466.373,473.211,470.377,462.086,461.36597900390626,461.28099060058594,466.6739929199219,480.5979272460938,473.57081817626954,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-02 13:30:00-04:00,446.859,449.4,445.955,448.68,15918075,0.0,0.0,0.0,39.50417754945959,36.04580558527059,13.46213951403809,15.853766788282293,-94.3699077428349,-7.379,-6.353,454.42,458.681,464.688,472.249,469.947,461.953,457.1859985351563,459.84898986816404,465.3459930419922,479.93772705078123,473.51011810302737,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-05 09:30:00-04:00,424.75,442.29,424.6,437.58,56621659,0.0,0.0,0.0,32.76166887435569,39.50417754945959,25.475927641867855,15.545126612946495,-141.7489417539935,-8.622,-6.807,448.807,454.845,462.106,470.89,469.306,461.71,450.49199829101565,457.1009887695312,463.1339874267578,479.0583270263672,473.32791809082033,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-05 13:30:00-04:00,437.56,439.35,432.73,435.75,26154570,0.0,0.0,0.0,34.891184064920694,32.76166887435569,21.884196081649378,20.274087745851773,-117.14473683711668,-9.644,-7.374,444.455,451.373,459.596,469.512,468.642,461.452,445.7399963378906,454.2919891357422,460.8049880981445,478.135126953125,473.12231811523435,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-06 09:30:00-04:00,437.23,446.25,434.56,445.63,35067072,0.0,0.0,0.0,36.916054857883516,34.891184064920694,41.27577298747131,29.54529890366285,-76.4770891497779,-9.547,-7.809,444.846,450.329,458.266,468.575,468.186,461.294,442.9059997558594,453.1849884033203,459.0084884643555,477.4679272460937,473.0218182373047,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-06 13:30:00-04:00,445.65,447.07,439.44,439.56,21716267,0.0,0.0,0.0,35.38286338927598,36.916054857883516,29.362113506264343,30.840694191795013,-66.57214143568333,-9.846,-8.216,443.084,448.371,456.484,467.437,467.619,461.078,441.43999633789065,451.4029876708984,456.95498809814455,476.6413269042969,472.8447183227539,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-07 09:30:00-04:00,447.3,449.0,439.27,440.36,31954774,0.0,0.0,0.0,34.35113027896287,35.38286338927598,30.93207725052994,33.856654581421864,-58.087463423368526,-9.904,-8.554,442.176,446.914,454.949,466.376,467.079,460.872,439.7759765625,448.4809875488281,455.63048248291017,475.8097247314453,472.71181732177735,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-07 13:30:00-04:00,440.335,441.487,434.37,434.82,20076381,0.0,0.0,0.0,32.56841094927147,34.35113027896287,20.0588908608356,26.78436053920996,-79.44120755214075,-10.279,-8.899,439.724,444.715,453.032,465.138,466.441,460.613,439.22398071289064,444.8579895019531,454.2049835205078,474.80552490234373,472.4753173828125,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-08 09:30:00-04:00,441.15,447.56,437.15,447.55,26016537,0.0,0.0,0.0,44.8496789509305,32.56841094927147,45.04414119191701,32.011703101094184,-44.50474120118623,-9.44,-9.007,442.333,445.231,452.51,464.448,466.066,460.483,441.5839782714844,443.6619873046875,453.3364883422852,474.0159246826172,472.37071716308594,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-08 13:30:00-04:00,447.59,448.98,445.36,448.2,17559568,0.0,0.0,0.0,44.83106673063467,44.8496789509305,46.319950117667915,37.14099405680684,-26.871819994766405,-8.623,-8.931,444.288,445.771,452.099,463.811,465.713,460.36,442.0979797363281,442.5019897460937,452.83398895263673,473.15669921875,472.26051727294924,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-09 09:30:00-04:00,446.85,451.64,445.63,451.64,20283147,0.0,0.0,0.0,38.7931494648353,44.83106673063467,53.07167470586016,48.1452553384817,-13.5370379428582,-7.611,-8.667,446.739,446.838,452.055,463.334,465.434,460.274,444.51398315429685,442.97698974609375,452.12899017333984,472.27028564453127,472.1801174926758,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-09 13:30:00-04:00,451.67,452.06,449.42,450.53,11704505,0.0,0.0,0.0,37.123455300667004,38.7931494648353,50.893036299459304,50.094887040995786,-5.103583414982638,-6.819,-8.297,448.003,447.509,451.91,462.832,465.139,460.177,446.5480041503906,443.1619903564453,451.5054901123047,471.3560858154297,472.1097174072266,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-12 09:30:00-04:00,451.35,454.37,448.555,451.655,18397261,0.0,0.0,0.0,44.32971885302998,37.123455300667004,75.40409418601091,59.78960173044346,3.505877956677019,-6.032,-7.844,449.22,448.263,451.886,462.393,464.872,460.092,449.9150024414063,444.5694915771484,450.83524017333986,470.4491857910156,472.0611672973633,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-12 13:30:00-04:00,451.7,452.109,449.94,451.47,7564270,0.0,0.0,0.0,43.97772156099103,44.32971885302998,90.25866655458773,72.18526568001931,5.539363433965983,-5.361,-7.347,449.97,448.846,451.846,461.965,464.606,460.006,450.6990051269531,446.14149169921876,450.2167404174805,469.5307855224609,472.03246826171875,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-13 09:30:00-04:00,455.83,462.18,455.765,461.74,20679668,0.0,0.0,0.0,61.16207586295487,43.97772156099103,98.82915753426326,88.16397275828729,59.80961727087803,-3.955,-6.669,453.893,451.19,452.789,461.956,464.55,460.023,453.40700073242186,447.752490234375,450.46873931884767,468.8327752685547,472.1343682861328,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-13 13:30:00-04:00,461.77,462.84,460.23,462.6,14052783,0.0,0.0,0.0,60.61141413713734,61.16207586295487,99.37241031468866,96.15341146784654,71.85659178740458,-2.739,-5.883,456.796,453.265,453.723,461.982,464.511,460.049,455.5989990234375,450.0564910888672,450.7297393798828,468.1293756103516,472.30174438476564,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-14 09:30:00-04:00,463.5,465.109,458.4,462.25,23642967,0.0,0.0,0.0,72.4927948999188,60.61141413713734,91.16931588446803,96.45696124447333,70.99819027568209,-1.784,-5.063,458.614,454.898,454.535,461.992,464.466,460.071,457.9429992675781,452.24550170898436,450.3632446289063,467.33469543457034,472.40714447021486,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-14 13:30:00-04:00,462.22,463.63,461.15,462.82,9835133,0.0,0.0,0.0,75.26137663296319,72.4927948999188,92.55251343736411,94.36474654550693,72.86554049026005,-0.969,-4.244,460.016,456.339,455.324,462.025,464.434,460.098,460.1760009765625,455.0455017089844,449.9517456054688,466.5316955566406,472.533444519043,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-15 09:30:00-04:00,468.892,473.99,468.38,473.34,22936037,0.0,0.0,0.0,75.55337920553843,75.26137663296319,98.35942964010512,94.02708632064575,115.91963857527303,0.519,-3.292,464.457,459.43,457.04,462.468,464.61,460.23,464.55,457.62450256347654,450.643244934082,466.133095703125,472.735344543457,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-15 13:30:00-04:00,473.33,474.82,473.33,474.5,11566157,0.0,0.0,0.0,85.42905487367123,75.55337920553843,99.2088820082899,96.70694169525304,117.78080632877133,1.772,-2.279,467.805,462.17,458.703,462.94,464.806,460.372,467.102001953125,460.25450134277344,451.3782455444336,465.78489562988284,472.95194458007813,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-16 09:30:00-04:00,471.75,476.41,471.661,475.87,24791447,0.0,0.0,0.0,85.59559244156345,85.42905487367123,98.71548897440196,98.76126687426567,111.78743449659834,2.842,-1.255,470.493,464.661,460.338,463.447,465.025,460.526,469.75599975585936,462.67749938964846,452.8272445678711,465.3444952392578,473.1672445678711,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-16 13:30:00-04:00,475.86,476.08,474.27,475.02,8133932,0.0,0.0,0.0,94.47881430617637,85.59559244156345,96.45946433346391,98.12794510538527,105.91371324654834,3.581,-0.288,472.002,466.544,461.736,463.901,465.223,460.67,472.30999755859375,465.1264984130859,454.1442443847656,464.9474951171875,473.3020443725586,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-19 09:30:00-04:00,475.12,477.56,473.37,477.277,12565704,0.0,0.0,0.0,92.8133611691023,94.47881430617637,99.12266734904703,98.09920688563766,103.5708589054735,4.299,0.63,473.761,468.496,463.216,464.426,465.462,460.836,475.2014953613281,467.6887481689453,456.1291198730469,464.5632452392578,473.4389193725586,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-19 13:30:00-04:00,477.3,481.31,477.08,481.27,8705821,0.0,0.0,0.0,93.44449870144032,92.8133611691023,99.88812471186553,98.49008546479216,113.14569514572987,5.131,1.53,476.264,470.818,464.936,465.086,465.775,461.039,476.78749389648436,470.6687469482422,458.40511932373045,464.26544494628905,473.61441925048825,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-20 09:30:00-04:00,480.35,482.94,478.55,479.64,18167393,0.0,0.0,0.0,88.62068965517241,93.44449870144032,90.40294087106088,96.47124431065781,104.40174448917693,5.594,2.343,477.389,472.422,466.336,465.657,466.049,461.224,477.81549682617185,472.45874938964846,460.1056198120117,463.9730450439453,473.77671936035154,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-20 13:30:00-04:00,479.65,481.532,479.34,480.2,8909548,0.0,0.0,0.0,91.55466196849594,88.62068965517241,92.03153164746823,94.10753241013155,93.36370048384421,5.938,3.062,478.326,473.836,467.656,466.227,466.329,461.413,478.68150024414064,474.21875,462.1376205444336,463.6492449951172,473.9284194946289,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-21 09:30:00-04:00,481.0,484.36,479.32,481.34,14776824,0.0,0.0,0.0,91.55822683030408,91.55466196849594,91.22632492636589,91.22026581496499,88.57667817992669,6.231,3.695,479.331,475.201,468.96,466.82,466.627,461.611,479.9455200195313,476.1277587890625,464.18663024902344,463.61344665527344,474.11202026367187,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-21 13:30:00-04:00,481.36,483.66,480.75,482.53,9054923,0.0,0.0,0.0,92.29305874139823,91.55822683030408,93.60032017075774,92.28605891486394,80.93906063370237,6.484,4.253,480.397,476.533,470.252,467.436,466.942,461.819,480.9960205078125,478.0987579345703,466.57212982177737,463.628046875,474.3014202880859,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-22 09:30:00-04:00,484.83,485.52,476.8,477.92,19585036,0.0,0.0,0.0,76.0461279828489,92.29305874139823,71.97603604495717,85.60089371402694,60.43908537605327,6.241,4.651,479.571,476.785,470.982,467.847,467.159,461.98,480.3260009765625,478.55674743652344,468.090625,463.59204467773435,474.43271911621093,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-22 13:30:00-04:00,477.89,478.076,473.81,474.83,14910099,0.0,0.0,0.0,68.36886233253823,76.0461279828489,60.58257977107311,75.38631199559602,31.5264985094227,5.732,4.867,477.991,476.43,471.349,468.121,467.311,462.107,479.36399536132814,478.58974609375,469.42212371826173,463.49804443359375,474.53051910400393,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-23 09:30:00-04:00,479.25,482.73,475.28,478.47,24277970,0.0,0.0,0.0,72.17059482602555,68.36886233253823,71.07103321495299,67.87654967699443,39.41795880003524,5.559,5.005,478.151,476.801,472.027,468.527,467.532,462.27,479.0179931640625,478.84974670410156,470.763623046875,463.5704443359375,474.63471923828126,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-23 13:30:00-04:00,478.54,480.54,478.23,480.02,10146013,0.0,0.0,0.0,72.89669433238677,72.17059482602555,67.91128884362486,66.521633943217,35.35961255269645,5.484,5.101,478.774,477.386,472.788,468.977,467.779,462.447,478.75397338867185,479.34974670410156,472.2381225585938,463.6660443115234,474.68561920166013,N/A,187174567936,30.516,0.56,506.071,494.454
2024-08-26 09:30:00-04:00,479.58,480.38,473.24,475.38,17060063,0.0,0.0,0.0,53.21971430195291,72.89669433238677,26.836642122322434,55.272988060300094,14.329264377225474,4.992,5.079,477.642,477.021,473.035,469.229,467.93,462.576,477.323974609375,479.1599975585938,473.4243728637695,463.5372424316406,474.6980191040039,459.0503514099121,187174567936,30.516,0.56,506.071,494.454
2024-08-26 13:30:00-04:00,475.4,476.092,473.43,475.33,8560837,0.0,0.0,0.0,51.35751913963725,53.21971430195291,26.47574337655017,40.40789144749915,2.499480491526767,4.546,4.973,476.872,476.714,473.254,469.468,468.076,462.702,476.8059936523438,478.5659973144531,474.6173721313477,463.3972424316406,474.6894189453125,459.2105014038086,187174567936,30.516,0.56,506.071,494.454
2024-08-27 09:30:00-04:00,473.75,477.83,471.71,477.231,18190325,0.0,0.0,0.0,52.187880845518755,51.35751913963725,39.977592447726764,31.09665931553312,1.890723141753018,4.297,4.838,476.991,476.808,473.632,469.772,468.257,462.847,477.2861755371094,478.32508544921876,475.3919174194336,463.31066040039065,474.69462799072267,459.3863558959961,187174567936,30.516,0.56,506.071,494.454
2024-08-27 13:30:00-04:00,477.28,477.785,476.34,476.83,7086242,0.0,0.0,0.0,52.95251483973484,52.187880845518755,37.074554832208534,34.509296885495154,5.125075886835111,4.02,4.674,476.938,476.812,473.937,470.049,468.427,462.986,476.9581726074219,477.9880828857422,476.1034164428711,463.2346600341797,474.677428894043,459.5388558959961,187174567936,30.516,0.56,506.071,494.454
2024-08-28 09:30:00-04:00,476.29,477.02,469.33,471.52,17137744,0.0,0.0,0.0,41.45879020881511,52.95251483973484,13.526881477208896,30.19300958571473,-19.645018106504494,3.334,4.406,475.132,475.85,473.707,470.107,468.488,463.071,475.2581726074219,477.0060729980469,476.56691589355466,463.3280596923828,474.60092071533205,459.7202558898926,187174567936,30.516,0.56,506.071,494.454
2024-08-28 13:30:00-04:00,471.52,472.76,467.91,471.28,15002273,0.0,0.0,0.0,33.323212357100644,41.45879020881511,19.136842251197482,23.246092853538304,-32.566795866304,2.739,4.073,473.848,475.019,473.476,470.153,468.544,463.153,474.43817138671875,475.8810729980469,476.9899154663086,463.48705993652345,474.4718215942383,459.86555587768555,187174567936,30.516,0.56,506.071,494.454
2024-08-29 09:30:00-04:00,472.95,477.93,472.84,476.13,21868184,0.0,0.0,0.0,44.7093490736669,33.323212357100644,46.67806960994309,26.44726444611649,-8.177884402551726,2.629,3.784,474.609,475.221,473.728,470.387,468.694,463.282,474.5981750488281,475.70208435058595,477.12941589355466,463.71126220703127,474.3826217651367,460.0436558532715,187174567936,30.516,0.56,506.071,494.454
2024-08-29 13:30:00-04:00,476.14,476.58,469.372,470.7,16863958,0.0,0.0,0.0,37.51373787256709,44.7093490736669,15.843332570826488,27.21941481065568,-29.29810642358412,2.08,3.443,473.306,474.399,473.44,470.399,468.734,463.356,473.2919982910156,475.2890869140625,476.9394165039063,463.9602624511719,474.2340219116211,460.19220596313477,187174567936,30.516,0.56,506.071,494.454
